Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Revenue,102800000.0,5375300000.0,4961800000.0,4702600000.0,4331200000.0,4089300000.0,3896100000.0,3769900000.0,3647700000.0,3571900000.0
Revenue Growth,-0.980875486019385,0.0833366923293966,0.055118445115468,0.0857499076468415,0.0591543784999878,0.0495880495880496,0.0334756890103186,0.0335005619979713,0.0212211988017582,-0.1421
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3571900000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2198200000.0
Operating Expenses,0.0,0.0,0.0,0.0,225600000.0,205100000.0,20300000.0,0.0,66200000.0,2316700000.0
Operating Income,1957800000.0,1633900000.0,1517100000.0,1465000000.0,1190200000.0,1075500000.0,992300000.0,883700000.0,989800000.0,1255200000.0
Interest Expense,698700000.0,340200000.0,182000000.0,153900000.0,181400000.0,222400000.0,297400000.0,399500000.0,378000000.0,0.0
Earnings before Tax,1957800000.0,1633900000.0,1517100000.0,1465000000.0,1190200000.0,1075500000.0,992300000.0,883700000.0,989800000.0,1144100000.0
Income Tax Expense,401400000.0,434900000.0,484600000.0,491200000.0,378400000.0,344200000.0,305000000.0,280100000.0,320300000.0,391000000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111100000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,1556400000.0,1199000000.0,1032500000.0,973800000.0,811800000.0,731300000.0,687300000.0,603600000.0,669500000.0,753100000.0
Preferred Dividends,46400000.0,49800000.0,23400000.0,23400000.0,9500000.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,1556400000.0,1199000000.0,1032500000.0,973800000.0,811800000.0,731300000.0,687300000.0,603600000.0,669500000.0,753100000.0
EPS,6.68,4.95,4.35,4.03,3.34,3.01,2.82,2.47,2.74,3.18
EPS Diluted,6.64,4.92,4.32,3.99,3.32,2.99,2.81,2.47,2.74,3.16
Weighted Average Shs Out,223148335.0,228257664.0,227580584.0,232279849.0,235829790.0,239265313.0,240417805.0,241401310.0,2.42028776e+14,241505420.0
Weighted Average Shs Out (Dil),224488326.0,229654401.0,229151406.0,234221729.0,237720255.0,240554840.0,240881244.0,241811384.0,2.42502531e+14,235511879.0
Dividend per Share,1.80588455188,1.55363885232,1.45318767976,1.37220402809,1.27418675367,0.917046607751,1.47084926214,1.13187392369,1.12658617984e-06,1.12
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EBITDA Margin,22.5953307393,0.305378304467,0.305171510339,0.321736911496,0.347801994828,0.335729831512,0.282564615898,0.313801427094,0.354963401596,0.389
EBIT Margin,19.0447470817,0.303964429892,0.305755975654,0.31152979203,0.274796823051,0.263003448023,0.254690588024,0.23440940078,0.271349069277,0.3203
Profit Margin,15.140077821,0.223057317731,0.208089806119,0.207076936163,0.187430735131,0.17883256303,0.176407176407,0.160110347755,0.183540313074,0.211
Free Cash Flow margin,16.2441634241,0.303015645638,0.281893667621,0.369136222515,0.19719708164,0.18276966718,0.190215856883,0.307010796042,0.1918195027,0.1961
EBITDA,2322800000.0,1641500000.0,1514200000.0,1513000000.0,1506400000.0,1372900000.0,1100900000.0,1183000000.0,1294800000.0,1387800000.0
EBIT,1957800000.0,1633900000.0,1517100000.0,1465000000.0,1190200000.0,1075500000.0,992300000.0,883700000.0,989800000.0,1144100000.0
Consolidated Income,1556400000.0,1199000000.0,1032500000.0,973800000.0,811800000.0,731300000.0,687300000.0,603600000.0,669500000.0,864200000.0
Earnings Before Tax Margin,19.0447470817,0.303964429892,0.305755975654,0.31152979203,0.274796823051,0.263003448023,0.254690588024,0.23440940078,0.271349069277,0.3203
Net Profit Margin,15.140077821,0.223057317731,0.208089806119,0.207076936163,0.187430735131,0.17883256303,0.176407176407,0.160110347755,0.183540313074,0.2108
