Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,-184000.0,-70000.0,473000.0,329000.0
Stock-based compensation,18000.0,0.0,0.0,0.0
Operating Cash Flow,2030000.0,1999000.0,1999000.0,954000.0
Capital Expenditure,109000.0,99000.0,-74000.0,-4502000.0
Acquisitions and disposals,-0.0,-0.0,0.0,0.0
Investment purchases and sales,8091000.0,11789000.0,3382000.0,404000.0
Investing Cash flow,-14666000.0,3394000.0,3394000.0,-5602000.0
Issuance (repayment) of debt,-0.0,-0.0,-2000000.0,9510000.0
Issuance (buybacks) of shares,-4488000.0,-11813000.0,0.0,0.0
Dividend payments,-0.0,-0.0,0.0,0.0
Financing Cash Flow,5311000.0,-1575000.0,-1575000.0,378000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-7325000.0,3818000.0,3818000.0,-4270000.0
Free Cash Flow,1921000.0,1900000.0,1925000.0,-3548000.0
Net Cash/Marketcap,0.0,0.0,-0.7119,-0.7119
