Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,336524000.0,359519000.0,445701000.0,446801000.0
Short-term investments,6875000.0,7043000.0,5392000.0,5514000.0
Cash and short-term investments,343399000.0,366562000.0,451093000.0,452315000.0
Receivables,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,1353170000.0,1511044000.0,1372739000.0,1187867000.0
Property, Plant & Equipment Net,15136000.0,5354000.0,4851000.0,3972000.0
Goodwill and Intangible Assets,21019000.0,5414000.0,523000.0,523000.0
Long-term investments,1143000000.0,1336000000.0,1200000000.0,1056000000.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,,,,
Total assets,3884163000.0,3393133000.0,2718512000.0,2269442000.0
Payables,0.0,0.0,0.0,0.0
Short-term debt,174304000.0,25000000.0,0.0,0.0
Total current liabilities,3424131000.0,2998561000.0,2460377000.0,2072243000.0
Long-term debt,2000000.0,1000000.0,2000000.0,2000000.0
Total debt,195453000.0,56612000.0,57006000.0,57490000.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,12422000.0,17363000.0,18195000.0
Deposit Liabilities,3231086000.0,2943561000.0,2428621000.0,2039520000.0
Total non-current liabilities,,,,
Total liabilities,3462926000.0,3025659000.0,2512224000.0,2121242000.0
Other comprehensive income,-310000.0,-1006000.0,-628000.0,-232000.0
Retained earnings (deficit),244909000.0,192008000.0,145274000.0,118371000.0
Total shareholders equity,421237000.0,367474000.0,206288000.0,148200000.0
Investments,3465061000.0,2991537000.0,2230199000.0,1808304000.0
Net Debt,-167095000.0,,,
Other Assets,1009771000.0,,,
Other Liabilities,3249827000.0,2973561000.0,2460377000.0,2072243000.0
