Date,2019-01-31,2018-01-31,2017-01-31,2016-01-31,2015-01-31,2014-01-31,2013-01-31,2012-01-31,2011-01-31,2010-01-31
Revenue,333016000.0,305018000.0,277973000.0,277852000.0,295101000.0,266311000.0,252172000.0,247258000.0,220012000.0,215231000.0
Revenue Growth,0.0917913041197569,0.0972936220424286,0.00043548363877172,-0.0584511743436993,0.108106687294179,0.0560688736259379,0.019873977788383,0.123838699707289,0.0222133428734708,-0.1808
Cost of Revenue,155884000.0,149425000.0,130851000.0,126562000.0,131630000.0,117006000.0,107593000.0,105339000.0,93948000.0,91627000.0
Gross Profit,177132000.0,155593000.0,147122000.0,151290000.0,163471000.0,149305000.0,144579000.0,141919000.0,126064000.0,123604000.0
R&D Expenses,53993000.0,47661000.0,43587000.0,41237000.0,42315000.0,41237000.0,38332000.0,35708000.0,34575000.0,37303000.0
SG&A Expense,113455000.0,110590000.0,99512000.0,99224000.0,104465000.0,97955000.0,94175000.0,88305000.0,84843000.0,82948000.0
Operating Expenses,167559000.0,158667000.0,143758000.0,141119000.0,147486000.0,139902000.0,132771000.0,124027000.0,119473000.0,120733000.0
Operating Income,9573000.0,-3074000.0,3364000.0,10171000.0,15985000.0,9403000.0,11808000.0,17892000.0,6591000.0,2871000.0
Interest Expense,643000.0,669000.0,670000.0,712000.0,811000.0,829000.0,990000.0,-1174000.0,1248000.0,1273000.0
Earnings before Tax,11917000.0,-4208000.0,3826000.0,10536000.0,15585000.0,10152000.0,10290000.0,16800000.0,5554000.0,2457000.0
Income Tax Expense,1489000.0,4857000.0,19276000.0,1624000.0,2639000.0,3766000.0,3651000.0,6016000.0,2843000.0,1108000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,10428000.0,-9065000.0,-15450000.0,8912000.0,12946000.0,6386000.0,6639000.0,10784000.0,2711000.0,1349000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,10428000.0,-9065000.0,-15450000.0,8912000.0,12946000.0,6386000.0,6639000.0,10784000.0,2711000.0,1349000.0
EPS,0.55,-0.49,-0.84,0.49,0.7,0.42,0.44,0.0,0.18,0.09
EPS Diluted,0.5,-0.49,-0.84,0.4,0.68,0.34,0.42,0.0,0.17,0.09
Weighted Average Shs Out,16267000.0,15942000.0,15715000.0,3201000.0,12841000.0,3149000.0,12596.0,0.0,15858906.0,15620868.0
Weighted Average Shs Out (Dil),17852000.0,15942000.0,15715000.0,16224000.0,3271000.0,3238000.0,13063.0,0.0,15858906.0,15620868.0
Dividend per Share,0.306912390769,0.336657884833,0.337321030862,0.322670118343,1.36105166616,1.63804817789,618.234708719,0.0,0.2,0.2
Gross Margin,0.531902371057,0.510110878702,0.52926723099,0.544498509998,0.553949325824,0.560641505608,0.573334866678,0.573971317409,0.573,0.5743
EBITDA Margin,0.0578530761285,0.00884537961694,0.0338522086677,0.0574262557045,0.0736832474305,0.058097487524,0.0666092984154,0.0914550793099,0.063,0.064
EBIT Margin,0.0287463665409,-0.0100780937518,0.0121018947883,0.0366058189252,0.0541678950597,0.0353083425018,0.0468251828117,0.0723616627167,0.0309,0.0173
Profit Margin,0.0313138107478,-0.0297195575343,-0.055580937717,0.032074629659,0.0438697259582,0.023979482635,0.0263272686896,0.043614362326,0.012,0.006
Free Cash Flow margin,0.0440429288683,0.0219593597755,0.0554478312642,0.0722326994227,0.0647913765118,0.0727007145781,0.0514252177085,0.0714516820487,0.109,0.0758
EBITDA,19266000.0,2698000.0,9410000.0,15956000.0,21744000.0,15472000.0,16797000.0,22613000.0,13762000.0,13722000.0
EBIT,9573000.0,-3074000.0,3364000.0,10171000.0,15985000.0,9403000.0,11808000.0,17892000.0,6802000.0,3730000.0
Consolidated Income,10428000.0,-9065000.0,-15450000.0,8912000.0,12946000.0,6386000.0,6639000.0,10784000.0,2711000.0,1349000.0
Earnings Before Tax Margin,0.0357850673841,-0.0137959071268,0.0137639267123,0.0379194679182,0.0528124269318,0.0381208436753,0.0408054819726,0.0679452232081,0.0252,0.0114
Net Profit Margin,0.0313138107478,-0.0297195575343,-0.055580937717,0.032074629659,0.0438697259582,0.023979482635,0.0263272686896,0.043614362326,0.0123,0.0063
