Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,248494000.0,178465000.0,105562000.0,60739000.0,64496000.0
Short-term investments,188550000.0,196562000.0,77293000.0,126889000.0,0.0
Cash and short-term investments,437044000.0,375027000.0,182855000.0,187628000.0,64496000.0
Receivables,97000.0,10139000.0,2313000.0,744000.0,1875000.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,445475000.0,388601000.0,188147000.0,189754000.0,66853000.0
Property, Plant & Equipment Net,6934000.0,4218000.0,4392000.0,3481000.0,3018000.0
Goodwill and Intangible Assets,2407000.0,2553000.0,2699000.0,2699000.0,2699000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,11633000.0,9043000.0,10981000.0,7461000.0,6209000.0
Total assets,457108000.0,397644000.0,199128000.0,197215000.0,73062000.0
Payables,5132000.0,4205000.0,6596000.0,4697000.0,1919000.0
Short-term debt,0.0,0.0,0.0,0.0,1419000.0
Total current liabilities,97908000.0,61147000.0,35767000.0,15739000.0,11163000.0
Long-term debt,0.0,0.0,0.0,0.0,1568000.0
Total debt,0.0,0.0,0.0,0.0,2987000.0
Deferred revenue,277980000.0,305263000.0,104150000.0,60833000.0,66963000.0
Tax Liabilities,13339000.0,1000.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,228317000.0,266601000.0,84882000.0,55408000.0,63730000.0
Total liabilities,326225000.0,327748000.0,120649000.0,71147000.0,74893000.0
Other comprehensive income,-93000.0,-94000.0,-27000.0,-76000.0,0.0
Retained earnings (deficit),-314981000.0,-219465000.0,-176366000.0,-117466000.0,-78138000.0
Total shareholders equity,130883000.0,69896000.0,78479000.0,126068000.0,-78541000.0
Investments,188550000.0,196562000.0,77293000.0,126889000.0,0.0
Net Debt,-437044000.0,-375027000.0,-182855000.0,-187628000.0,-61509000.0
Other Assets,8334000.0,3435000.0,2979000.0,1382000.0,482000.0
Other Liabilities,92776000.0,56942000.0,29171000.0,11042000.0,7825000.0
