Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,94320000.0,35693000.0,44539000.0,90471000.0,43915000.0,13138000.0
Short-term investments,58630000.0,5697000.0,23895000.0,325000.0,501000.0,9317000.0
Cash and short-term investments,152950000.0,41390000.0,68434000.0,90796000.0,44416000.0,22455000.0
Receivables,35514000.0,30797000.0,18072000.0,9523000.0,8182000.0,3927000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,212627000.0,86098000.0,92876000.0,105943000.0,56194000.0,27747000.0
Property Plant & Equipment Net,27388000.0,23926000.0,14733000.0,11732000.0,7761000.0,7077000.0
Goodwill and Intangible Assets,18616000.0,21402000.0,1749000.0,1433000.0,1742000.0,1027000.0
Long-term investments,3516000.0,2939000.0,984000.0,0.0,0.0,3990000.0
Tax assets,0.0,113000.0,57000.0,0.0,0.0,0.0
Total non-current assets,61370000.0,49312000.0,18460000.0,15117000.0,10832000.0,13422000.0
Total assets,273997000.0,135410000.0,111336000.0,121060000.0,67026000.0,41169000.0
Payables,3581000.0,2892000.0,5374000.0,3912000.0,2546000.0,1784000.0
Short-term debt,3372000.0,0.0,0.0,0.0,223000.0,271000.0
Total current liabilities,132017000.0,116616000.0,89799000.0,62689000.0,38134000.0,22504000.0
Long-term debt,10150000.0,9201000.0,8372000.0,0.0,0.0,223000.0
Total debt,13522000.0,9201000.0,8372000.0,0.0,223000.0,494000.0
Deferred revenue,117298000.0,99086000.0,72747000.0,52325000.0,31954000.0,19466000.0
Tax Liabilities,4027000.0,2267000.0,1091000.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,23692000.0,19342000.0,13395000.0,12752000.0,15434000.0,12651000.0
Total liabilities,145559000.0,131053000.0,101372000.0,75441000.0,53568000.0,35155000.0
Other comprehensive income,395865000,250899000,206442000,0.0,0.0,5000.0
Retained earnings (deficit),-267422000.0,-246544000.0,-196469000.0,-142901000.0,-89923000.0,-48496000.0
Total shareholders equity,128438000.0,4357000.0,9964000.0,45619000.0,-75531000.0,-43078000.0
Investments,62146000.0,8636000.0,24879000.0,325000.0,501000.0,13307000.0
Net Debt,-80798000.0,-26492000.0,-36167000.0,-90796000.0,-44193000.0,-21961000.0
Other Assets,0.0,0.0,0.0,5624000.0,3596000.0,1365000.0
Other Liabilities,0.0,0.0,0.0,58777000.0,35365000.0,20449000.0
