Date,2019-02-28,2018-02-28,2017-02-28,2016-02-29,2014-09-30
Cash and cash equivalents,5833390.0,8149713.0,916487.0,422586.0,2662.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,5833390.0,8149713.0,916487.0,422586.0,2662.0
Receivables,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,6658911.0,9025920.0,1175784.0,711756.0,2775.0
Property Plant & Equipment Net,5371263.0,4036903.0,1566969.0,1399354.0,0.0
Goodwill and Intangible Assets,127672.0,332740.0,308000.0,371579.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,6407658.0,3122659.0,0.0,0.0,0.0
Total non-current assets,5498935.0,4369643.0,1874969.0,1770933.0,0.0
Total assets,12157846.0,13395563.0,3050753.0,2482689.0,2775.0
Payables,2670233.0,1983072.0,161536.0,363083.0,12264.0
Short-term debt,53155.0,54649.0,391695.0,492128.0,15243.0
Total current liabilities,8579091.0,2037721.0,913231.0,1065211.0,27507.0
Long-term debt,952363.0,1033777.0,0.0,0.0,0.0
Total debt,1005518.0,1088426.0,391695.0,492128.0,15243.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1028784.0,1095566.0,0.0,0.0,0.0
Total liabilities,9531454.0,3071498.0,913231.0,1065211.0,27507.0
Other comprehensive income,41724827,31764970,9523390,4532357,0.0
Retained earnings (deficit),-38811592.0,-21275181.0,-7237803.0,-3123802.0,0.0
Total shareholders equity,2626392.0,10324065.0,2137522.0,1417478.0,-24732.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,-4827872.0,-7061287.0,-524792.0,69542.0,12581.0
Other Assets,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0
