Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,38596000.0,24508000.0,6574000.0,21652000.0,2364000.0,6788000.0
Short-term investments,110667000.0,94506000.0,89268000.0,69552000.0,0.0,0.0
Cash and short-term investments,149263000.0,119014000.0,95842000.0,91204000.0,2364000.0,6788000.0
Receivables,18673000.0,16656000.0,14305000.0,7549000.0,5398000.0,2892000.0
Inventories,13282000.0,11222000.0,6844000.0,4097000.0,2258000.0,1853000.0
Total current assets,176567000.0,149460000.0,120023000.0,104140000.0,10554000.0,11959000.0
Property, Plant & Equipment Net,19153000.0,11794000.0,7593000.0,2154000.0,1950000.0,1866000.0
Goodwill and Intangible Assets,0.0,3147000.0,6567000.0,10218000.0,13475000.0,16975000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,213000.0,235000.0,0.0,0.0,0.0,0.0
Total non-current assets,30403000.0,16376000.0,14348000.0,12521000.0,15467000.0,18918000.0
Total assets,206970000.0,165836000.0,134371000.0,116661000.0,26021000.0,30877000.0
Payables,6286000.0,6244000.0,2967000.0,3626000.0,3298000.0,3335000.0
Short-term debt,0.0,0.0,0.0,8931000.0,10382000.0,0.0
Total current liabilities,30365000.0,26788000.0,16938000.0,20362000.0,20187000.0,5472000.0
Long-term debt,0.0,0.0,0.0,765000.0,8968000.0,17500000.0
Total debt,0.0,0.0,0.0,9696000.0,19350000.0,17500000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,2745000.0,846000.0,159000.0,1108000.0,9359000.0,18237000.0
Total liabilities,33110000.0,27634000.0,17097000.0,21470000.0,29546000.0,23709000.0
Other comprehensive income,738000.0,-591000.0,648000.0,51000.0,44000.0,2000.0
Retained earnings (deficit),-205134000.0,-192183000.0,-192091000.0,-196613000.0,-159372000.0,-147246000.0
Total shareholders equity,173860000.0,138202000.0,117274000.0,95191000.0,-151299000.0,-141298000.0
Investments,110667000.0,94506000.0,89268000.0,69552000.0,0.0,0.0
Net Debt,-149263000.0,-119014000.0,-95842000.0,-81508000.0,16986000.0,10712000.0
Other Assets,-4651000.0,2568000.0,3032000.0,1290000.0,534000.0,426000.0
Other Liabilities,24079000.0,20544000.0,13971000.0,7805000.0,6507000.0,2137000.0
