Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,14250267.0,24404368.0,59335.0,5234953.0,27040325.0,3861145.0,1457115.0
Short-term investments,0.0,0.0,0.0,26977362.0,0.0,0.0,0.0
Cash and short-term investments,14250267.0,24404368.0,59335.0,32212315.0,27040325.0,3861145.0,1457115.0
Receivables,18234.0,19384.0,5077.0,0.0,0.0,0.0,0.0
Inventories,0.0,246374.0,116726.0,0.0,0.0,0.0,0.0
Total current assets,14865410.0,25689962.0,189854.0,32358460.0,27160453.0,3907239.0,1463613.0
Property, Plant & Equipment Net,1394230.0,1029875.0,426634.0,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,2061022.0,2061022.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,3522966.0,3158611.0,426634.0,49385.0,49385.0,122826.0,3670.0
Total assets,18388376.0,28848573.0,616488.0,32407845.0,27209838.0,4030065.0,1467283.0
Payables,996697.0,941872.0,862995.0,1606307.0,1260598.0,823834.0,162176.0
Short-term debt,2909709.0,0.0,1777700.0,0.0,0.0,0.0,0.0
Total current liabilities,4732660.0,1815691.0,2735820.0,1606307.0,1260598.0,823834.0,162176.0
Long-term debt,4280385.0,6942151.0,0.0,0.0,0.0,0.0,0.0
Total debt,7190094.0,6942151.0,1777700.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,200000.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,7211423.0,22416490.0,200000.0,0.0,0.0,0.0,0.0
Total liabilities,11944083.0,24232181.0,2935820.0,1606307.0,1260598.0,823834.0,162176.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-66435768.0,-67332248.0,-51985517.0,-41061455.0,-22318749.0,0.0,
Total shareholders equity,6444293.0,4616392.0,-2319332.0,30801538.0,25949240.0,3206231.0,1305107.0
Investments,0.0,0.0,0.0,26977362.0,0.0,0.0,0.0
Net Debt,-7060173.0,-17462217.0,1718365.0,-32212315.0,-27040325.0,-3861145.0,-1457115.0
Other Assets,596909.0,1019836.0,8716.0,146145.0,120128.0,46094.0,6498.0
Other Liabilities,826254.0,873819.0,95125.0,0.0,0.0,0.0,0.0
