Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,-10353000.0,-12888000.0,-15785000.0,-9415000.0,-7174000.0,-3911000.0,0.0
Stock-based compensation,203000.0,196000.0,165000.0,120000.0,135000.0,46000.0,0.0
Operating Cash Flow,28849000.0,60246000.0,19928000.0,24802000.0,21260000.0,25510000.0,55562.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Investment purchases and sales,-1483167000.0,-2518069000.0,-2082818000.0,-2020875000.0,-2019101000.0,-2889912000.0,-13394914.0
Investing Cash flow,62833000.0,-477887000.0,13863000.0,90070000.0,-19030000.0,-1446559000.0,-13394914.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Issuance (buybacks) of shares,-9386000.0,59103000.0,-196000.0,-375000.0,-45237000.0,99888000.0,31500000.0
Dividend payments,-19086000.0,-17586000.0,-15511000.0,-19207000.0,-19656000.0,-5849000.0,0.0
Financing Cash Flow,-129214000.0,440254000.0,-40453000.0,-119943000.0,-7105000.0,1453000000.0,31500000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-37532000.0,22613000.0,-6662000.0,-5071000.0,-4875000.0,31951000.0,18160648.0
Free Cash Flow,28849000.0,60246000.0,19928000.0,24802000.0,21260000.0,25510000.0,55562.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.4547
