Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,0.0,0.0,0.0,45000.0
Revenue Growth,0.0,0.0,-1.0,
Cost of Revenue,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,45000.0
R&D Expenses,29290000.0,29008000.0,25029000.0,11382000.0
SG&A Expense,35431000.0,10867000.0,7640000.0,4609000.0
Operating Expenses,64721000.0,39875000.0,32669000.0,15991000.0
Operating Income,-64721000.0,-39875000.0,-32669000.0,-15946000.0
Interest Expense,3314000.0,1019000.0,767000.0,604000.0
Earnings before Tax,-66738000.0,-42211000.0,-33167000.0,-16682000.0
Income Tax Expense,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,-66738000.0,-42211000.0,-33167000.0,-16682000.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,-66738000.0,-42211000.0,-33167000.0,-16682000.0
EPS,-2.49,-3.71,-28.07,-14.89
EPS Diluted,-2.49,-3.71,-28.07,-14.89
Weighted Average Shs Out,33795656.0,24521131.0,23283000.0,23283000.0
Weighted Average Shs Out (Dil),26753906.0,11375000.0,1181429.0,1120268.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,1.0
EBITDA Margin,-349.956,,,
EBIT Margin,0.0,0.0,0.0,-357.2889
Profit Margin,-370.711,,,
Free Cash Flow margin,0.0,0.0,0.0,-340.9111
EBITDA,-62469000.0,-40549000.0,-32103000.0,-15748000.0
EBIT,-63424000.0,-41192000.0,-32400000.0,-16078000.0
Consolidated Income,-66738000.0,-42211000.0,-33167000.0,-16682000.0
Earnings Before Tax Margin,0.0,0.0,0.0,-370.7111
Net Profit Margin,0.0,0.0,0.0,-370.7111
