Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,6951000.0,5934000.0,5196914.0,993627.0
Short-term investments,0.0,5200000.0,55237747.0,0.0
Cash and short-term investments,6951000.0,11134000.0,60434661.0,993627.0
Receivables,10729000.0,7166000.0,914741.0,0.0
Inventories,14185000.0,10058000.0,1518638.0,0.0
Total current assets,35019000.0,29462000.0,63256961.0,1254918.0
Property, Plant & Equipment Net,149205000.0,115451000.0,46433726.0,13958283.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,5199077.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,153225000.0,118636000.0,55952131.0,19097362.0
Total assets,188244000.0,148098000.0,119209092.0,20352280.0
Payables,16393000.0,19533000.0,12861108.0,11323490.0
Short-term debt,5000000.0,0.0,500000.0,0.0
Total current liabilities,29845000.0,22425000.0,15356856.0,914547.0
Long-term debt,4474000.0,0.0,10629275.0,0.0
Total debt,9474000.0,0.0,11129275.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,17290000.0,12276000.0,20064113.0,12778083.0
Total liabilities,47135000.0,34701000.0,35420969.0,13692630.0
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),-10218000.0,-35292000.0,-18251357.0,0.0
Total shareholders equity,141109000.0,113397000.0,-4985810.0,6659650.0
Investments,0.0,5200000.0,60436824.0,0.0
Net Debt,2523000.0,-11134000.0,-49305386.0,-993627.0
Other Assets,3154000.0,1104000.0,388921.0,261291.0
Other Liabilities,8452000.0,2892000.0,1995748.0,-10408943.0
