Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Cash and cash equivalents,4863000.0,6539000.0,4772000.0,3807000.0,3711000.0,2938000.0,2793000.0,0.0,3111000.0,3244000.0,6037000.0
Short-term investments,4144000.0,653000.0,787000.0,295000.0,101000.0,102000.0,104000.0,0.0,1282000.0,3601000.0,3167000.0
Cash and short-term investments,9007000.0,7192000.0,5559000.0,4102000.0,3812000.0,3040000.0,2897000.0,0.0,4393000.0,6845000.0,9204000.0
Receivables,7113000.0,8007000.0,9009000.0,8826000.0,7875000.0,8625000.0,8728000.0,0.0,7121000.0,12920000.0,4260000.0
Inventories,2427000.0,2930000.0,1756000.0,1460000.0,1141000.0,1106000.0,2463000.0,0.0,2430000.0,3400000.0,1184000.0
Total current assets,19740000.0,19049000.0,17037000.0,15340000.0,13559000.0,13287000.0,16578000.0,0.0,14429000.0,23461000.0,13132000.0
Property Plant & Equipment Net,12159000.0,11935000.0,11291000.0,11283000.0,12522000.0,13541000.0,12851000.0,0.0,14951000.0,12695000.0,6607000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,814000.0,0.0,0.0,0.0,5564000.0,4388000.0,5199000.0
Tax assets,390000.0,400000.0,375000.0,401000.0,453000.0,388000.0,-1208000.0,0.0,0.0,0.0,0.0
Total non-current assets,16787000.0,17425000.0,16461000.0,16879000.0,18478000.0,21303000.0,19466000.0,0.0,21927000.0,18263000.0,825000.0
Total assets,36527000.0,36474000.0,33498000.0,32219000.0,32037000.0,34590000.0,36044000.0,0.0,36356000.0,41724000.0,27947000.0
Payables,3272000.0,3704000.0,3229000.0,2921000.0,2770000.0,3162000.0,4136000.0,0.0,1874000.0,7968000.0,1025000.0
Short-term debt,283000.0,250000.0,228000.0,235000.0,197000.0,81000.0,105000.0,0.0,1628000.0,3067000.0,1344000.0
Total current liabilities,8133000.0,9821000.0,9549000.0,8861000.0,8271000.0,10718000.0,12394000.0,0.0,7173000.0,14796000.0,4340000.0
Long-term debt,442000.0,524000.0,531000.0,503000.0,475000.0,200000.0,228000.0,0.0,3039000.0,2566000.0,289000.0
Total debt,725000.0,774000.0,759000.0,738000.0,672000.0,281000.0,333000.0,0.0,4667000.0,5633000.0,1633000.0
Deferred revenue,501000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,417000.0,285000.0,233000.0,230000.0,296000.0,214000.0,459000.0,0.0,1169000.0,1060000.0,728000.0
Deposit Liabilities,46000.0,17000.0,218000.0,91000.0,41000.0,79000.0,89000.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3533000.0,3152000.0,2422000.0,2487000.0,3044000.0,441000.0,431000.0,0.0,4206000.0,3853000.0,825000.0
Total liabilities,11666000.0,12973000.0,11971000.0,11348000.0,11315000.0,13757000.0,15438000.0,0.0,11379000.0,18649000.0,5165000.0
Other comprehensive income,4500000,4771000,4632000,4802000,4823000,4704000,4727000,0.0,3459000.0,1818000.0,1194000.0
Retained earnings (deficit),7070000.0,5525000.0,4341000.0,3025000.0,2246000.0,1725000.0,1668000.0,0.0,5791000.0,6486000.0,6859000.0
Total shareholders equity,24861000.0,23501000.0,21527000.0,20871000.0,20722000.0,20833000.0,20606000.0,0.0,22008000.0,20266000.0,19864000.0
Investments,4144000.0,653000.0,787000.0,295000.0,915000.0,102000.0,104000.0,0.0,6846000.0,7989000.0,8366000.0
Net Debt,-4138000.0,-5765000.0,-4013000.0,-3069000.0,-3039000.0,-2657000.0,-2460000.0,0.0,274000.0,-1212000.0,-7571000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485000.0,296000.0,167000.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,2598000.0,2613000.0,0.0,3671000.0,3761000.0,1971000.0
