Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,359000000.0,338000000.0,101000000.0,108000000.0
Short-term investments,4000000.0,2000000.0,0.0,0.0
Cash and short-term investments,363000000.0,340000000.0,101000000.0,108000000.0
Receivables,878000000.0,1090000000.0,819000000.0,827000000.0
Inventories,521000000.0,498000000.0,374000000.0,366000000.0
Total current assets,1931000000.0,2058000000.0,1402000000.0,1415000000.0
Property Plant & Equipment Net,1445000000.0,1316000000.0,1142000000.0,1202000000.0
Goodwill and Intangible Assets,76000000.0,82000000.0,98000000.0,120000000.0
Long-term investments,21000000.0,21000000.0,34000000.0,34000000.0
Tax assets,280000000.0,178000000.0,146000000.0,0.0
Total non-current assets,1962000000.0,1735000000.0,1497000000.0,1586000000.0
Total assets,3893000000.0,3793000000.0,2899000000.0,3001000000.0
Payables,906000000.0,931000000.0,749000000.0,740000000.0
Short-term debt,43000000.0,20000000.0,2000000.0,23000000.0
Total current liabilities,1377000000.0,1396000000.0,1082000000.0,1116000000.0
Long-term debt,1488000000.0,1515000000.0,6000000.0,9000000.0
Total debt,1531000000.0,1535000000.0,8000000.0,32000000.0
Deferred revenue,5000000.0,10000000.0,0.0,0.0
Tax Liabilities,63000000.0,63000000.0,0.0,0.0
Deposit Liabilities,5000000.0,7000000.0,0.0,0.0
Total non-current liabilities,2078000000.0,2165000000.0,635000000.0,543000000.0
Total liabilities,3601000000.0,3725000000.0,1717000000.0,1659000000.0
Other comprehensive income,407000000,431000000,-711000000.0,-496000000.0
Retained earnings (deficit),296000000.0,7000000.0,0.0,1677000000.0
Total shareholders equity,292000000.0,68000000.0,1026000000.0,1181000000.0
Investments,25000000.0,23000000.0,34000000.0,34000000.0
Net Debt,1172000000.0,1197000000.0,-93000000.0,-76000000.0
Other Assets,0.0,0.0,108000000.0,114000000.0
Other Liabilities,146000000.0,164000000.0,331000000.0,353000000.0
