Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,11754000.0,0.0,3556000.0,3472000.0
Stock-based compensation,873000.0,0.0,0.0,
Operating Cash Flow,13528000.0,0.0,5480000.0,5025000.0
Capital Expenditure,0.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,0.0,
Investment purchases and sales,0.0,0.0,0.0,
Investing Cash flow,-384505000.0,169870000.0,-7972000.0,0.0
Issuance (repayment) of debt,-2289000.0,-0.0,0.0,0.0
Issuance (buybacks) of shares,-16418000.0,-168214000.0,0.0,0.0
Dividend payments,-10927000.0,-0.0,0.0,0.0
Financing Cash Flow,225532000.0,0.0,2470000.0,-5003000.0
Effect of forex changes on cash,0.0,0.0,0.0,
Net cash flow / Change in cash,24425000.0,169870000.0,-22000.0,22000.0
Free Cash Flow,13528000.0,0.0,5025000.0,
Net Cash/Marketcap,0.0,0.0,-0.7758,-0.7758
