Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,27650000.0,29570000.0,50240000.0,23520000.0,5720000.0,7880000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,27650000.0,29570000.0,50240000.0,23520000.0,5720000.0,7880000.0
Receivables,95170000.0,91770000.0,77570000.0,63050000.0,63840000.0,63170000.0
Inventories,152200000.0,171500000.0,146020000.0,119470000.0,123530000.0,126330000.0
Total current assets,319370000.0,303790000.0,285990000.0,211160000.0,198780000.0,207200000.0
Property, Plant & Equipment Net,86500000.0,113020000.0,93760000.0,45890000.0,55180000.0,59030000.0
Goodwill and Intangible Assets,73900000.0,228420000.0,206910000.0,60430000.0,73090000.0,83360000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,660000.0,4290000.0,9370000.0,4500000.0,2200000.0,3730000.0
Total non-current assets,201980000.0,357240000.0,327380000.0,120420000.0,140720000.0,157120000.0
Total assets,521350000.0,661030000.0,613370000.0,331580000.0,339500000.0,364320000.0
Payables,102350000.0,138730000.0,111450000.0,78540000.0,81980000.0,81030000.0
Short-term debt,13860000.0,16710000.0,22900000.0,10130000.0,460000.0,1300000.0
Total current liabilities,202810000.0,208510000.0,198130000.0,128490000.0,120380000.0,120020000.0
Long-term debt,350650000.0,258880000.0,327040000.0,178610000.0,300000.0,670000.0
Total debt,364510000.0,275590000.0,349940000.0,188740000.0,760000.0,1970000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,12620000.0,14870000.0,25730000.0,2910000.0,4640000.0,12070000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,384760000.0,312120000.0,383180000.0,201090000.0,30930000.0,48090000.0
Total liabilities,587570000.0,520630000.0,581310000.0,329580000.0,151310000.0,168110000.0
Other comprehensive income,7760000.0,10570000.0,-8340000.0,2470000.0,7390000.0,14700000.0
Retained earnings (deficit),-222720000.0,-18760000.0,-14310000.0,-1910000.0,0.0,
Total shareholders equity,-63720000.0,141890000.0,32360000.0,2000000.0,188190000.0,196210000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,336860000.0,246020000.0,299700000.0,165220000.0,-4960000.0,-5910000.0
Other Assets,44350000.0,10950000.0,12160000.0,5120000.0,5690000.0,9820000.0
Other Liabilities,86600000.0,53070000.0,63780000.0,39820000.0,37940000.0,37690000.0
