Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30
Cash and cash equivalents,186100000.0,256700000.0,220700000.0,170700000.0,308600000.0,297400000.0,91313000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,186100000.0,256700000.0,220700000.0,170700000.0,308600000.0,297400000.0,91313000.0
Receivables,177000000.0,235600000.0,191600000.0,148400000.0,88000000.0,35300000.0,71499000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,485200000.0,630800000.0,514600000.0,397100000.0,567900000.0,542400000.0,303496000.0
Property Plant & Equipment Net,5808900000.0,5447200000.0,5016000000.0,4079500000.0,3299200000.0,2822400000.0,2437707000.0
Goodwill and Intangible Assets,2825400000.0,2931200000.0,3028800000.0,2149400000.0,2172700000.0,1577000000.0,1329186000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,24800000.0,37600000.0,38300000.0,7000000.0,129500000.0,160400000.0,98734000.0
Total non-current assets,8849400000.0,8586000000.0,8224800000.0,6330400000.0,5526700000.0,4439300000.0,3947744000.0
Total assets,9334600000.0,9216800000.0,8739400000.0,6727500000.0,6094600000.0,4981700000.0,4251240000.0
Payables,73700000.0,45900000.0,72400000.0,97000000.0,40000000.0,27000000.0,33530000.0
Short-term debt,5000000.0,5000000.0,5000000.0,5800000.0,16500000.0,22900000.0,22800000.0
Total current liabilities,643500000.0,618200000.0,620300000.0,486500000.0,386900000.0,357500000.0,281760000.0
Long-term debt,5839700000.0,5690100000.0,5532700000.0,4085300000.0,3652200000.0,3156100000.0,2821072000.0
Total debt,5844700000.0,5695100000.0,5537700000.0,4091100000.0,3668700000.0,3179000000.0,2843872000.0
Deferred revenue,174900000.0,164400000.0,146000000.0,129400000.0,86600000.0,576800000.0,382403000.0
Tax Liabilities,36400000.0,11800000.0,20100000.0,9100000.0,12700000.0,135600000.0,5992000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,7177400000.0,6987900000.0,6615000000.0,4976900000.0,4466300000.0,4207800000.0,3363227000.0
Total liabilities,7993100000.0,7727700000.0,7328900000.0,5508300000.0,4883400000.0,4565300000.0,3644987000.0
Other comprehensive income,1581200000,1881600000,1884000000,1777600000,1705800000,14400000.0,-4755000.0
Retained earnings (deficit),-216000000.0,-377200000.0,-479100000.0,-563100000.0,-486900000.0,-331600000.0,-152347000.0
Total shareholders equity,1341500000.0,1489100000.0,1410500000.0,1219200000.0,1211200000.0,416400000.0,606253000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,5658600000.0,5438400000.0,5317000000.0,3920400000.0,3360100000.0,2881600000.0,2752559000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,209700000.0,140684000.0
Other Liabilities,172200000.0,121600000.0,93600000.0,44900000.0,30200000.0,307600000.0,225430000.0
