Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,757043.0,184172.0,367291.0,36027.0,5889.0,0.0,0.0,0.0
Stock-based compensation,657546.0,563356.0,374687.0,140370.0,10000.0,0.0,0.0,0.0
Operating Cash Flow,-13918429.0,-7011741.0,-4954671.0,-1187778.0,-1083809.0,-65050.0,0.0,-31520.0
Capital Expenditure,1296410.0,657477.0,9202.0,50076.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-1296410.0,-652936.0,-9202.0,-50076.0,-37505.0,4405.0,0.0,0.0
Issuance (repayment) of debt,-0.0,-90000.0,12500.0,-0.0,-0.0,-0.0,-0.0,-2000.0
Issuance (buybacks) of shares,-10642877.0,4141764.0,2451238.0,0.0,2158152.0,0.0,0.0,0.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Financing Cash Flow,23271401.0,9162926.0,5910622.0,296881.0,2173820.0,55364.0,0.0,-2000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,8056562.0,1498249.0,0.0,0.0,0.0,0.0,0.0,-33520.0
Free Cash Flow,-15214839.0,-7669218.0,-4963873.0,-1237854.0,-1083809.0,-65050.0,0.0,-31520.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004
