Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,509265000.0,361381000.0,364114000.0,321132000.0,155679000.0,310595000.0,131135000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,509265000.0,361381000.0,364114000.0,321132000.0,155679000.0,310595000.0,131135000.0
Receivables,508122000.0,490558000.0,400667000.0,375789000.0,362911000.0,436069000.0,459574000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,1187630000.0,960692000.0,853381000.0,778088000.0,695882000.0,880369000.0,756670000.0
Property, Plant & Equipment Net,790372000.0,799194000.0,753279000.0,627529000.0,551276000.0,496200000.0,408396000.0
Goodwill and Intangible Assets,3165617000.0,3238192000.0,3323884000.0,3276984000.0,2633485000.0,2698985000.0,3057925000.0
Long-term investments,27769000.0,27527000.0,25582000.0,24348000.0,145320000.0,132137000.0,131708000.0
Tax assets,24322000.0,31817000.0,95285000.0,44464000.0,131971000.0,41431000.0,32938000.0
Total non-current assets,4618751000.0,4688672000.0,4871189000.0,4615539000.0,3947191000.0,3875339000.0,3954575000.0
Total assets,5806381000.0,5649364000.0,5724570000.0,5393627000.0,4643073000.0,4755708000.0,4711245000.0
Payables,165227000.0,162755000.0,168576000.0,138421000.0,117855000.0,107623000.0,124893000.0
Short-term debt,68435000.0,57138000.0,169246000.0,190315000.0,22435000.0,86117000.0,23232000.0
Total current liabilities,1018395000.0,972147000.0,1166358000.0,1000488000.0,896934000.0,1148641000.0,1185239000.0
Long-term debt,3337467000.0,3398731000.0,3276281000.0,3169344000.0,3040009000.0,3643548000.0,3420927000.0
Total debt,3405902000.0,3455869000.0,3445527000.0,3359659000.0,3062444000.0,3729665000.0,3444159000.0
Deferred revenue,80902000.0,110532000.0,187108000.0,165124000.0,167827000.0,136218000.0,137614000.0
Tax Liabilities,240010000.0,159627000.0,189458000.0,83562000.0,8037000.0,10253000.0,13653000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3813715000.0,3978717000.0,3932597000.0,3908999000.0,3661756000.0,4559603000.0,4402881000.0
Total liabilities,4832110000.0,4950864000.0,5098955000.0,4909487000.0,4558690000.0,5708244000.0,5588120000.0
Other comprehensive income,-132724000.0,-88484000.0,-122799000.0,-97135000.0,-69803000.0,-49895000.0,-95530000.0
Retained earnings (deficit),-768566000.0,-1053446000.0,-1141116000.0,-1328730000.0,-1775616000.0,-1785554000.0,-1648356000.0
Total shareholders equity,967066000.0,693302000.0,623036000.0,482702000.0,83762000.0,-953044000.0,-876963000.0
Investments,27769000.0,27527000.0,25582000.0,24348000.0,145320000.0,132137000.0,131708000.0
Net Debt,2896637000.0,3094488000.0,3081413000.0,3038527000.0,2906765000.0,3419070000.0,3313024000.0
Other Assets,170243000.0,108753000.0,88600000.0,81167000.0,177292000.0,133705000.0,165961000.0
Other Liabilities,784733000.0,752254000.0,828536000.0,671752000.0,756644000.0,954901000.0,1037114000.0
