Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,21103000.0,22132000.0,23092000.0,6110000.0,2631000.0,502000.0,490000.0
Stock-based compensation,6358000.0,4143000.0,4074000.0,2461000.0,550000.0,0.0,0.0
Operating Cash Flow,45129000.0,47819000.0,53730000.0,36204000.0,-3085000.0,9239000.0,1798000.0
Capital Expenditure,-8816000.0,-27580000.0,-474000.0,-1671000.0,-33736000.0,-56114000.0,-773000.0
Acquisitions and disposals,0.0,0.0,381000.0,-210445000.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,-1167000.0,-468000.0,0.0,0.0
Investing Cash flow,-8580000.0,-27580000.0,-93000.0,-213283000.0,-34204000.0,-56114000.0,-773000.0
Issuance (repayment) of debt,7000000.0,-21342000.0,-21556000.0,172508000.0,5618000.0,52693000.0,-15402000.0
Issuance (buybacks) of shares,0.0,33700000.0,0.0,335000.0,137495000.0,0.0,0.0
Dividend payments,-39632000.0,-35075000.0,-29665000.0,-24032000.0,-107828000.0,-7547000.0,-8899000.0
Financing Cash Flow,-36890000.0,-23790000.0,-51298000.0,147957000.0,45705000.0,44885000.0,-25227000.0
Effect of forex changes on cash,-1064000.0,201000.0,-341000.0,-627000.0,1441000.0,-1498000.0,-5000.0
Net cash flow / Change in cash,-1405000.0,-3350000.0,1998000.0,-29749000.0,34098000.0,1680000.0,1480000.0
Free Cash Flow,36313000.0,20239000.0,53256000.0,34533000.0,-36821000.0,-46875000.0,1025000.0
Net Cash/Marketcap,-0.7073,-0.6384,-0.5312,-1.485,-0.107,-0.2106,-0.2106
