Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Depreciation & Amortization,1499000.0,1649000.0,1622000.0,1806000.0,1802000.0,2103000.0,1985000.0,2436000.0,3374000.0,2701000.0
Stock-based compensation,315000.0,559000.0,940000.0,342000.0,267000.0,204000.0,143000.0,80000.0,124000.0,105000.0
Operating Cash Flow,15003000.0,14396000.0,10510000.0,8548000.0,7129000.0,9692000.0,8248000.0,9242000.0,8045000.0,376000.0
Capital Expenditure,219000.0,642000.0,3181000.0,661000.0,344000.0,663000.0,1543000.0,496000.0,-535000.0,-400000.0
Acquisitions and disposals,-0.0,-0.0,-5488000.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Investment purchases and sales,24490000.0,30201000.0,55195000.0,58262000.0,25805000.0,34109000.0,43325000.0,55809000.0,8224000.0,-103728000.0
Investing Cash flow,-69859000.0,-26446000.0,3376000.0,-20515000.0,-83855000.0,-13359000.0,-49411000.0,-3108000.0,8997000.0,-103533000.0
Issuance (repayment) of debt,2433000.0,-2320000.0,-46000.0,-41000.0,36000.0,30000.0,27000.0,23000.0,-19220000.0,-10673000.0
Issuance (buybacks) of shares,-17321000.0,-10917000.0,-22103000.0,-21119000.0,-12504000.0,-33716000.0,332000.0,0.0,212000.0,84000.0
Dividend payments,-1204000.0,-1194000.0,-895000.0,-834000.0,-906000.0,-899000.0,-993000.0,-321000.0,-905000.0,-1051000.0
Financing Cash Flow,61260000.0,864000.0,-12902000.0,20582000.0,55170000.0,20578000.0,25435000.0,383000.0,-34514000.0,98871000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,6404000.0,-11186000.0,984000.0,8615000.0,-21556000.0,16911000.0,-15728000.0,6517000.0,-17472000.0,-4286000.0
Free Cash Flow,14784000.0,13754000.0,7329000.0,7887000.0,6785000.0,9029000.0,6705000.0,8746000.0,7510000.0,-24000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.327,-0.327
