Date,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Depreciation & Amortization,1739000.0,1977000.0,2205000.0,2268000.0,1689000.0,1206000.0,930000.0,912000.0,616000.0,631000.0
Stock-based compensation,476000.0,622000.0,861000.0,963000.0,921000.0,656000.0,742000.0,707000.0,295000.0,584000.0
Operating Cash Flow,-638000.0,671000.0,1716000.0,-3126000.0,-87000.0,1013000.0,350000.0,1414000.0,593000.0,-1478000.0
Capital Expenditure,-840000.0,-839000.0,-339000.0,-722000.0,-862000.0,-1695000.0,-1456000.0,-739000.0,-464000.0,-237000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,1162000.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-840000.0,-839000.0,-339000.0,-722000.0,300000.0,-1695000.0,-1456000.0,-739000.0,-464000.0,-237000.0
Issuance (repayment) of debt,404000.0,-1772000.0,-1620000.0,876000.0,477000.0,-839000.0,-290000.0,-200000.0,613000.0,571000.0
Issuance (buybacks) of shares,1094000.0,1298000.0,66000.0,751000.0,384000.0,523000.0,379000.0,1703000.0,108000.0,207000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,1498000.0,-474000.0,-1554000.0,1627000.0,861000.0,-314000.0,69000.0,1482000.0,631000.0,753000.0
Effect of forex changes on cash,-42000.0,59000.0,-5000.0,-147000.0,-212000.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-22000.0,-583000.0,-182000.0,-2368000.0,862000.0,-996000.0,-1037000.0,2157000.0,760000.0,-962000.0
Free Cash Flow,-1478000.0,-168000.0,1377000.0,-3848000.0,-949000.0,-682000.0,-1106000.0,675000.0,129000.0,-1715000.0
Net Cash/Marketcap,-0.238,-0.1444,-0.115,-0.1066,-0.0131,0.0639,0.0922,0.1105,0.0482,0.0607
