Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,192248000.0,100304000.0,66398000.0,33498000.0,36396000.0,32980000.0,40302000.0,48544000.0,23740000.0
Short-term investments,163770000.0,39736000.0,23723000.0,28692000.0,37940000.0,49211000.0,48206000.0,245000.0,9225000.0
Cash and short-term investments,356018000.0,140040000.0,90121000.0,62190000.0,74336000.0,82191000.0,88508000.0,48789000.0,32965000.0
Receivables,102922000.0,65586000.0,41527000.0,25908000.0,17270000.0,5054000.0,11000.0,0.0,44000.0
Inventories,25659000.0,16304000.0,16801000.0,12587000.0,13441000.0,7152000.0,1152000.0,0.0,0.0
Total current assets,493487000.0,228451000.0,151404000.0,105946000.0,108726000.0,97161000.0,91462000.0,49399000.0,39814000.0
Property, Plant & Equipment Net,4095000.0,5124000.0,4344000.0,3874000.0,2448000.0,2554000.0,1421000.0,1310000.0,1249000.0
Goodwill and Intangible Assets,31368000.0,36019000.0,36350000.0,976000.0,225000.0,1158000.0,683000.0,912000.0,1142000.0
Long-term investments,418798000.0,133638000.0,75410000.0,55009000.0,19816000.0,8756000.0,0.0,0.0,0.0
Tax assets,29683000.0,20843000.0,41729000.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,484324000.0,196013000.0,158164000.0,82680000.0,28058000.0,13834000.0,2527000.0,4331000.0,7195000.0
Total assets,977811000.0,424464000.0,309568000.0,188626000.0,136784000.0,110995000.0,93989000.0,53730000.0,47009000.0
Payables,3195000.0,6844000.0,8055000.0,4314000.0,1863000.0,3142000.0,10666000.0,11763000.0,11263000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,11809000.0,6775000.0,0.0
Total current liabilities,161353000.0,123000000.0,80742000.0,56934000.0,28123000.0,26400000.0,22983000.0,18770000.0,15207000.0
Long-term debt,329462000.0,0.0,4165000.0,7085000.0,26223000.0,34393000.0,11088000.0,22711000.0,0.0
Total debt,329462000.0,0.0,4165000.0,7085000.0,26223000.0,34393000.0,22897000.0,29486000.0,0.0
Deferred revenue,0.0,1436000.0,1710000.0,1566000.0,1417000.0,9503000.0,961000.0,841000.0,53000.0
Tax Liabilities,12377000.0,15938000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,363435000.0,33984000.0,37071000.0,43685000.0,67962000.0,51131000.0,13436000.0,25517000.0,76122000.0
Total liabilities,524788000.0,156984000.0,117813000.0,100619000.0,96085000.0,77531000.0,36419000.0,44287000.0,91329000.0
Other comprehensive income,-3158000.0,-747000.0,-134000.0,-488000.0,-154000.0,0.0,-57000.0,1000.0,0.0
Retained earnings (deficit),86492000.0,-26823000.0,-84288000.0,-175509000.0,-189453000.0,-178528000.0,-86255000.0,-39971000.0,-93786000.0
Total shareholders equity,453023000.0,267480000.0,191755000.0,88007000.0,40699000.0,33464000.0,57570000.0,9443000.0,-44320000.0
Investments,582568000.0,173374000.0,99133000.0,83701000.0,57756000.0,57967000.0,48206000.0,245000.0,9225000.0
Net Debt,-26556000.0,-140040000.0,-85956000.0,-55105000.0,-48113000.0,-47798000.0,-65611000.0,-19303000.0,-32965000.0
Other Assets,8888000.0,6521000.0,2955000.0,5261000.0,3679000.0,2764000.0,1791000.0,610000.0,6805000.0
Other Liabilities,158158000.0,116156000.0,72687000.0,52620000.0,26260000.0,23258000.0,508000.0,232000.0,3944000.0
