Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,16821000.0,23872000.0,8083000.0,175908000.0,59104000.0,350000.0
Short-term investments,57328000.0,104280000.0,190838000.0,118310000.0,0.0,0.0
Cash and short-term investments,74149000.0,128152000.0,198921000.0,294218000.0,59104000.0,350000.0
Receivables,473000.0,764000.0,1484000.0,911000.0,0.0,380000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,88772000.0,132458000.0,205145000.0,297540000.0,59373000.0,978000.0
Property Plant & Equipment Net,76885000.0,76726000.0,18906000.0,5523000.0,211000.0,13000.0
Goodwill and Intangible Assets,565000.0,2826000.0,5086000.0,7292000.0,3000.0,863000.0
Long-term investments,5701000.0,29600000.0,87571000.0,55135000.0,0.0,249000.0
Tax assets,144773000.0,118522000.0,95000.0,646000.0,0.0,0.0
Total non-current assets,93178000.0,117982000.0,112351000.0,69309000.0,623000.0,1125000.0
Total assets,181950000.0,250440000.0,317496000.0,366849000.0,59996000.0,2103000.0
Payables,2793000.0,5865000.0,4045000.0,2085000.0,1131000.0,1501000.0
Short-term debt,1667000.0,1373000.0,891000.0,136000.0,0.0,1760000.0
Total current liabilities,27260000.0,20868000.0,12553000.0,6148000.0,1884000.0,4998000.0
Long-term debt,2739000.0,3325000.0,2426000.0,845000.0,0.0,0.0
Total debt,4406000.0,4698000.0,3317000.0,981000.0,0.0,1760000.0
Deferred revenue,0.0,0.0,0.0,0.0,521000.0,573000.0
Tax Liabilities,11983000.0,6577000.0,4634000.0,1203000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,5478000.0,4078000.0,3849000.0,2238000.0,521000.0,0.0
Total liabilities,35944000.0,31596000.0,24078000.0,10854000.0,2405000.0,4998000.0
Other comprehensive income,741246000,717930000,680757000,606555000,0.0,0.0
Retained earnings (deficit),-594981000.0,-498713000.0,-387063000.0,-250376000.0,-13573000.0,-6528000.0
Total shareholders equity,146006000.0,218844000.0,293418000.0,355995000.0,57591000.0,-2895000.0
Investments,63029000.0,133880000.0,278409000.0,173445000.0,0.0,249000.0
Net Debt,-12415000.0,-19174000.0,-4766000.0,-174927000.0,-59104000.0,1410000.0
Other Assets,0.0,0.0,0.0,0.0,269000.0,248000.0
Other Liabilities,3206000.0,6650000.0,7676000.0,2468000.0,753000.0,1737000.0
