Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Cash and cash equivalents,93145000.0,109602000.0,88566000.0,121988000.0,96128000.0,74260000.0,51064000.0,54749000.0,14407000.0,33630000.0,8984000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,93145000.0,109602000.0,88566000.0,121988000.0,96128000.0,74260000.0,51064000.0,54749000.0,14407000.0,33630000.0,8984000.0
Receivables,119589000.0,119783000.0,127060000.0,103974000.0,110478000.0,107674000.0,97995000.0,99432000.0,95716000.0,92520000.0,81893000.0
Inventories,88645000.0,104300000.0,119401000.0,105402000.0,108305000.0,97065000.0,81811000.0,73076000.0,74805000.0,69554000.0,75634000.0
Total current assets,333873000.0,383959000.0,360884000.0,355849000.0,335402000.0,299936000.0,258302000.0,249270000.0,220549000.0,217035000.0,249004000.0
Property, Plant & Equipment Net,148024000.0,136934000.0,133160000.0,106686000.0,108536000.0,96697000.0,92542000.0,82563000.0,87088000.0,93227000.0,108612000.0
Goodwill and Intangible Assets,400163000.0,296689000.0,345193000.0,197766000.0,192780000.0,157455000.0,136537000.0,120451000.0,124993000.0,120595000.0,122172000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,15762000.0,9795000.0,18595000.0,28699000.0,14338000.0,14781000.0,12237000.0,22376000.0,11337000.0,15985000.0,15464000.0
Total non-current assets,588016000.0,532978000.0,506792000.0,334608000.0,323661000.0,278224000.0,252271000.0,230541000.0,254356000.0,229244000.0,158176000.0
Total assets,921889000.0,916937000.0,867676000.0,690457000.0,659063000.0,578160000.0,510573000.0,479811000.0,474905000.0,446279000.0,433709000.0
Payables,72603000.0,78947000.0,96487000.0,77099000.0,80764000.0,85206000.0,67552000.0,62113000.0,68205000.0,58514000.0,58802000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5100000.0,0.0,0.0
Total current liabilities,141615000.0,161341000.0,159964000.0,134107000.0,138791000.0,141170000.0,118473000.0,116785000.0,128137000.0,101516000.0,99247000.0
Long-term debt,197610000.0,193772000.0,191976000.0,92114000.0,101753000.0,45056000.0,50072000.0,50000000.0,46500000.0,93300000.0,94300000.0
Total debt,197610000.0,193772000.0,191976000.0,92114000.0,101753000.0,45056000.0,50072000.0,50000000.0,51600000.0,0.0,94300000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,5744000.0,32866000.0,29769000.0,10636000.0,17653000.0,15779000.0,9476000.0,8192000.0,11057000.0,0.0,4859000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,315961000.0,304801000.0,299048000.0,186391000.0,171702000.0,96264000.0,101112000.0,120119000.0,101155000.0,152700000.0,158176000.0
Total liabilities,457576000.0,466142000.0,459012000.0,320498000.0,310493000.0,237434000.0,219585000.0,236904000.0,229292000.0,254216000.0,257423000.0
Other comprehensive income,-137278000.0,-121859000.0,-115938000.0,-117975000.0,-93017000.0,-55819000.0,-65280000.0,-75125000.0,-44928000.0,-66456000.0,-52591000.0
Retained earnings (deficit),818282000.0,761430000.0,716605000.0,678002000.0,632864000.0,584014000.0,546031000.0,505163000.0,477726000.0,445313000.0,419157000.0
Total shareholders equity,464313000.0,450795000.0,408664000.0,369959000.0,348570000.0,340726000.0,290988000.0,242907000.0,245613000.0,192063000.0,176286000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,104465000.0,84170000.0,103410000.0,-29874000.0,5625000.0,-29204000.0,-992000.0,-4749000.0,37193000.0,59670000.0,85316000.0
Other Assets,32494000.0,50274000.0,25857000.0,24485000.0,20491000.0,20937000.0,27432000.0,22013000.0,35621000.0,21331000.0,18194000.0
Other Liabilities,69012000.0,82394000.0,63477000.0,57008000.0,58027000.0,55964000.0,50921000.0,54672000.0,54832000.0,43002000.0,40445000.0
