Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-03-31,2013-03-31,2012-03-31,2011-03-31
Cash and cash equivalents,31402000.0,33879000.0,42842000.0,84570000.0,93774000.0,72640000.0,43847000.0,21468000.0,51266000.0
Short-term investments,0.0,1022000.0,44786000.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,31402000.0,34901000.0,87628000.0,84570000.0,93774000.0,72640000.0,43847000.0,21468000.0,51266000.0
Receivables,105323000.0,94411000.0,68692000.0,65037000.0,67245000.0,55458000.0,59638000.0,52033000.0,42076000.0
Inventories,64890000.0,63829000.0,34020000.0,40645000.0,41008000.0,37316000.0,34391000.0,38453000.0,31118000.0
Total current assets,239778000.0,220194000.0,198174000.0,198692000.0,207155000.0,175828000.0,151577000.0,127664000.0,137334000.0
Property, Plant & Equipment Net,74955000.0,74485000.0,43266000.0,41617000.0,34824000.0,31532000.0,31211000.0,27661000.0,21686000.0
Goodwill and Intangible Assets,331591000.0,362000000.0,208699000.0,225508000.0,206045000.0,233029000.0,248219000.0,262808000.0,279806000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,8218000.0,5310000.0,4851000.0,1685000.0,1214000.0,5356000.0,7498000.0,8857000.0,5241000.0
Total non-current assets,415984000.0,442283000.0,255906000.0,269985000.0,242602000.0,266352000.0,283946000.0,297915000.0,313698000.0
Total assets,655762000.0,662477000.0,454080000.0,468677000.0,449757000.0,442180000.0,435523000.0,425579000.0,451032000.0
Payables,22705000.0,22995000.0,15683000.0,19458000.0,17145000.0,17066000.0,20370000.0,15728000.0,18573000.0
Short-term debt,13960000.0,2500000.0,20250000.0,13500000.0,13500000.0,13500000.0,0.0,21000000.0,23063000.0
Total current liabilities,73288000.0,62400000.0,52323000.0,57571000.0,53138000.0,43707000.0,45659000.0,66518000.0,83865000.0
Long-term debt,198115000.0,214533000.0,60226000.0,80112000.0,93283000.0,108000000.0,118145000.0,118145000.0,189000000.0
Total debt,212075000.0,217033000.0,80476000.0,93612000.0,106783000.0,121500000.0,118145000.0,139145000.0,212063000.0
Deferred revenue,0.0,0.0,2767000.0,3438000.0,2366000.0,1749000.0,1629000.0,2446000.0,1110000.0
Tax Liabilities,30100000.0,40204000.0,26142000.0,32051000.0,31210000.0,38573000.0,44305000.0,47373000.0,57743000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,233525000.0,259224000.0,89255000.0,112405000.0,124853000.0,148007000.0,163817000.0,166581000.0,240635000.0
Total liabilities,306813000.0,321624000.0,141578000.0,169976000.0,177991000.0,191714000.0,209476000.0,233099000.0,324500000.0
Other comprehensive income,-48949000.0,-36541000.0,-48335000.0,-44569000.0,-41400000.0,-7880000.0,-1075000.0,3362000.0,10031000.0
Retained earnings (deficit),170621000.0,148812000.0,136899000.0,122258000.0,99249000.0,49863000.0,24064000.0,-2910000.0,-14940000.0
Total shareholders equity,344745000.0,334925000.0,307880000.0,294422000.0,271766000.0,250466000.0,226047000.0,192480000.0,126532000.0
Investments,0.0,1022000.0,44786000.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,180673000.0,182132000.0,-7152000.0,9042000.0,13009000.0,48860000.0,74298000.0,117677000.0,160797000.0
Other Assets,38163000.0,27053000.0,7834000.0,8440000.0,5128000.0,10414000.0,13701000.0,15710000.0,12874000.0
Other Liabilities,36623000.0,36905000.0,16390000.0,24613000.0,22493000.0,13141000.0,25289000.0,29790000.0,42229000.0
