Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,121600000.0,467000000.0,336400000.0,188100000.0,206000000.0,180400000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,121600000.0,467000000.0,336400000.0,188100000.0,206000000.0,180400000.0
Receivables,1094700000.0,1062400000.0,950300000.0,1026200000.0,1277500000.0,1277000000.0
Inventories,803300000.0,839500000.0,756600000.0,803400000.0,942700000.0,893500000.0
Total current assets,2188700000.0,2518500000.0,2178100000.0,2196300000.0,2621800000.0,2549900000.0
Property, Plant & Equipment Net,955800000.0,1003000000.0,1019500000.0,1082500000.0,1032300000.0,1097100000.0
Goodwill and Intangible Assets,2018800000.0,2106100000.0,2123600000.0,2264000000.0,2342500000.0,2470500000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,24800000.0,22800000.0,18200000.0,3500000.0,52600000.0,58800000.0
Total non-current assets,3083700000.0,3214200000.0,3211800000.0,3416100000.0,3445900000.0,3667100000.0
Total assets,5272400000.0,5732700000.0,5389900000.0,5612400000.0,6067700000.0,6217000000.0
Payables,925400000.0,941700000.0,852300000.0,836000000.0,991900000.0,1021200000.0
Short-term debt,29800000.0,75400000.0,134300000.0,93400000.0,141800000.0,177200000.0
Total current liabilities,1334600000.0,1419400000.0,1339500000.0,1293500000.0,1518900000.0,1590900000.0
Long-term debt,2350400000.0,2820000000.0,2845000000.0,3057400000.0,3730600000.0,3657100000.0
Total debt,2380200000.0,2895400000.0,2979300000.0,3150800000.0,3872400000.0,3834300000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,42900000.0,35400000.0,17200000.0,58000000.0,123100000.0,162600000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,2746100000.0,3223200000.0,3240500000.0,3502200000.0,4300700000.0,4244800000.0
Total liabilities,4080700000.0,4642600000.0,4580000000.0,4795700000.0,5819600000.0,5835700000.0
Other comprehensive income,-373200000.0,-278500000.0,-389900000.0,-424400000.0,-208200000.0,-81700000.0
Retained earnings (deficit),-761500000.0,-934100000.0,-1053400000.0,-985000000.0,-1001300000.0,-981000000.0
Total shareholders equity,1191700000.0,1090100000.0,809900000.0,816700000.0,248100000.0,381300000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,2258600000.0,2428400000.0,2642900000.0,2962700000.0,3666400000.0,3653900000.0
Other Assets,169100000.0,149600000.0,134800000.0,178600000.0,195600000.0,199000000.0
Other Liabilities,379400000.0,402300000.0,352900000.0,364100000.0,385200000.0,392500000.0
