Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,26246000.0,16528000.0,14528000.0,12590000.0,54649000.0,77975000.0,2312000.0
Short-term investments,268115000.0,207603000.0,115608000.0,83840000.0,0.0,0.0,0.0
Cash and short-term investments,294361000.0,224131000.0,130136000.0,96430000.0,54649000.0,77975000.0,2312000.0
Receivables,10187000.0,1142000.0,8616000.0,44000.0,2966000.0,59000.0,354000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,315727000.0,230879000.0,141653000.0,97675000.0,57749000.0,78094000.0,2839000.0
Property, Plant & Equipment Net,11813000.0,7088000.0,3105000.0,2310000.0,899000.0,307000.0,283000.0
Goodwill and Intangible Assets,11969000.0,11148000.0,10362000.0,9971000.0,9116000.0,8814000.0,8460000.0
Long-term investments,236108000.0,139284000.0,273340000.0,96891000.0,0.0,0.0,0.0
Tax assets,1608000.0,1524000.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,261005000.0,159323000.0,286910000.0,109235000.0,10074000.0,9221000.0,8820000.0
Total assets,576732000.0,390202000.0,428563000.0,206910000.0,67823000.0,87315000.0,11659000.0
Payables,3797000.0,6869000.0,3880000.0,6400000.0,1691000.0,2633000.0,1315000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,9000.0,20930000.0
Total current liabilities,53853000.0,72650000.0,106286000.0,43429000.0,6196000.0,7479000.0,25479000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,1000.0,10000.0
Total debt,0.0,0.0,0.0,0.0,0.0,10000.0,20940000.0
Deferred revenue,40079000.0,61206000.0,103844000.0,34336000.0,4591000.0,9746000.0,7620000.0
Tax Liabilities,0.0,157000.0,65000.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1198000.0,1088000.0,8323000.0,1049000.0,2337000.0,6303000.0,5682000.0
Total liabilities,55051000.0,73738000.0,114609000.0,44478000.0,8533000.0,13782000.0,31161000.0
Other comprehensive income,-971000.0,-1808000.0,-1441000.0,-516000.0,0.0,0.0,0.0
Retained earnings (deficit),-323277000.0,-252868000.0,-237960000.0,-261585000.0,-243993000.0,-227571000.0,-167312000.0
Total shareholders equity,521681000.0,316464000.0,313954000.0,162432000.0,59290000.0,73533000.0,-166268000.0
Investments,504223000.0,346887000.0,388948000.0,180731000.0,0.0,0.0,0.0
Net Debt,-294361000.0,-224131000.0,-130136000.0,-96430000.0,-54649000.0,-77965000.0,18628000.0
Other Assets,11179000.0,5606000.0,2901000.0,1201000.0,134000.0,60000.0,173000.0
Other Liabilities,50056000.0,65781000.0,102406000.0,37029000.0,4505000.0,4837000.0,3234000.0
