Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-03-31,2013-03-31,2012-03-31
Cash and cash equivalents,11603000.0,25205000.0,9794000.0,44100000.0,37525000.0,7192000.0,4219000.0,4354000.0
Short-term investments,90729000.0,5669000.0,16057000.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,102332000.0,30874000.0,25851000.0,44100000.0,37525000.0,7192000.0,4219000.0,4354000.0
Receivables,3348000.0,2862000.0,2556000.0,2269000.0,1808000.0,2439000.0,1516000.0,1513000.0
Inventories,15551000.0,16278000.0,13636000.0,12584000.0,4608000.0,4557000.0,3324000.0,2659000.0
Total current assets,116926000.0,52039000.0,40632000.0,61733000.0,49521000.0,19388000.0,10171000.0,9969000.0
Property, Plant & Equipment Net,47293000.0,60156000.0,63530000.0,57115000.0,29733000.0,8556000.0,1650000.0,1176000.0
Goodwill and Intangible Assets,751000.0,914000.0,769000.0,902000.0,950000.0,967000.0,1070000.0,1212000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,605000.0,649000.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,60844000.0,71802000.0,69339000.0,58017000.0,30683000.0,10420000.0,2720000.0,2388000.0
Total assets,177770000.0,123841000.0,109971000.0,119750000.0,80204000.0,29808000.0,12891000.0,12357000.0
Payables,5936000.0,5441000.0,10782000.0,7286000.0,7238000.0,5343000.0,2338000.0,2120000.0
Short-term debt,471000.0,515000.0,1374000.0,1152000.0,4739000.0,183000.0,198000.0,43000.0
Total current liabilities,25449000.0,27051000.0,29728000.0,21351000.0,54775000.0,12899000.0,4624000.0,4232000.0
Long-term debt,122720000.0,86485000.0,80878000.0,29633000.0,10129000.0,15259000.0,3307000.0,3054000.0
Total debt,123191000.0,87000000.0,82252000.0,30785000.0,14868000.0,15442000.0,3505000.0,3097000.0
Deferred revenue,1579000.0,886000.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,150607000.0,111421000.0,104334000.0,51676000.0,27044000.0,17682000.0,3307000.0,3054000.0
Total liabilities,176056000.0,138472000.0,134062000.0,73027000.0,81819000.0,30581000.0,7931000.0,7286000.0
Other comprehensive income,-14884000.0,-16634000.0,-19292000.0,-12623000.0,-5102000.0,305000.0,-186000.0,53000.0
Retained earnings (deficit),-381025000.0,-275639000.0,-193301000.0,-108232000.0,-74354000.0,-32088000.0,-22875000.0,-18740000.0
Total shareholders equity,1714000.0,-14631000.0,-24091000.0,46723000.0,-1615000.0,-31536000.0,-23061000.0,-18687000.0
Investments,90729000.0,5669000.0,16057000.0,0.0,0.0,0.0,0.0,0.0
Net Debt,20859000.0,56126000.0,56401000.0,-13315000.0,-22657000.0,8250000.0,-714000.0,-1257000.0
Other Assets,-4305000.0,2025000.0,-1411000.0,2780000.0,5580000.0,5200000.0,1112000.0,1443000.0
Other Liabilities,19042000.0,21095000.0,17572000.0,12913000.0,42798000.0,7373000.0,2088000.0,2069000.0
