Date,2019-01-31,2018-01-31,2017-01-31,2016-01-31,2015-01-31
Revenue,399254000.0,256547000.0,160806000.0,85907000.0,41010000.0
Revenue Growth,0.5563,0.5954,0.8719,1.0948,
Cost of Revenue,113421000.0,80755000.0,55949000.0,36024000.0,18730000.0
Gross Profit,285833000.0,175792000.0,104857000.0,49883000.0,22280000.0
R&D Expenses,102385000.0,70821000.0,38659000.0,28761000.0,18370000.0
SG&A Expense,303070000.0,216823000.0,140868000.0,97110000.0,62692000.0
Operating Expenses,405455000.0,287644000.0,179527000.0,125871000.0,81062000.0
Operating Income,-119622000.0,-111852000.0,-74670000.0,-75988000.0,-58782000.0
Interest Expense,15072000.0,0.0,0.0,0.0,0.0
Earnings before Tax,-125514000.0,-110170000.0,-74631000.0,-76007000.0,-58981000.0
Income Tax Expense,-17000.0,-321000.0,425000.0,295000.0,130000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-125497000.0,-109849000.0,-75056000.0,-76302000.0,-59111000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,-125497000.0,-109849000.0,-75056000.0,-76302000.0,-59111000.0
EPS,-1.17,-1.32,-3.94,-4.28,-3.67
EPS Diluted,-1.17,-1.32,-3.94,-4.28,-3.67
Weighted Average Shs Out,110438624.0,101924188.0,90758777.0,90759000.0,
Weighted Average Shs Out (Dil),107504000.0,83004000.0,19038000.0,17817000.0,16097000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.7159,0.6852,0.6521,0.5807,0.5433
EBITDA Margin,-0.257,-0.402,-0.436,-0.851,-1.391
EBIT Margin,-0.2766,-0.4294,-0.4641,-0.8848,-1.4382
Profit Margin,-0.314,-0.428,-0.467,-0.888,-1.441
Free Cash Flow margin,-0.0169,-0.1451,-0.3348,-0.5615,-0.8704
EBITDA,-102441000.0,-103169000.0,-70063000.0,-73118000.0,-57058000.0
EBIT,-110442000.0,-110170000.0,-74631000.0,-76007000.0,-58981000.0
Consolidated Income,-125497000.0,-109849000.0,-75056000.0,-76302000.0,-59111000.0
Earnings Before Tax Margin,-0.3144,-0.4294,-0.4641,-0.8848,-1.4382
Net Profit Margin,-0.3143,-0.4282,-0.4667,-0.8882,-1.4414
