Date,2018-12-29,2017-12-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,418081000.0,333034000.0,223910000.0,154655000.0,108382000.0,68232000.0,60576000.0,63366000.0,32098000.0
Revenue Growth,0.25537032254965,0.487356527176098,0.447803174808445,0.426943588418741,0.588433579552116,0.126386687797147,-0.0440299214089575,0.974141691071095,
Cost of Revenue,216677000.0,167780000.0,116330000.0,85877000.0,63201000.0,33416000.0,28908000.0,30948000.0,15866000.0
Gross Profit,201404000.0,165254000.0,107580000.0,68778000.0,45181000.0,34816000.0,31668000.0,32418000.0,16232000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,31713000.0,26747000.0,19351000.0,11930000.0,8865000.0,6708000.0,24453000.0,24238000.0,12742000.0
Operating Expenses,165719000.0,138686000.0,89177000.0,55079000.0,36938000.0,30920000.0,29311000.0,29690000.0,15947000.0
Operating Income,33719000.0,24633000.0,18146000.0,13487000.0,7969000.0,3633000.0,2357000.0,2728000.0,285000.0
Interest Expense,1966000.0,1935000.0,257000.0,212000.0,274000.0,263000.0,389000.0,376000.0,260000.0
Earnings before Tax,33719000.0,24633000.0,18146000.0,13487000.0,7969000.0,3633000.0,1968000.0,1855000.0,-43000.0
Income Tax Expense,6863000.0,627000.0,6539000.0,4995000.0,3076000.0,874000.0,675000.0,436000.0,132000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530000.0,104000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33000.0,-35000.0
Net Income,26856000.0,24006000.0,11607000.0,8492000.0,4893000.0,2759000.0,1293000.0,1419000.0,-175000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,26856000.0,24006000.0,11607000.0,8492000.0,4893000.0,2759000.0,1293000.0,1419000.0,-175000.0
EPS,2.44,2.36,1.27,1.25,0.96,0.75,0.58,0.73,-0.09
EPS Diluted,2.33,2.23,1.22,1.18,0.87,0.7,0.52,0.66,-0.09
Weighted Average Shs Out,10991124.0,10178901.0,9125167.0,6773135.0,5102058.0,3660289.0,,,
Weighted Average Shs Out (Dil),11506466.0,10777806.0,9540051.0,7215898.0,5592010.0,3967056.0,2244737.0,,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.48173440075,0.49620759442,0.480460899469,0.444718890434,0.416868114632,0.510259115957,0.5228,0.5116,0.5057
EBITDA Margin,0.122232294699,0.113384819568,0.108856236881,0.109631114416,0.0918694986252,0.0754338140462,0.063,0.066,0.042
EBIT Margin,0.0806518354099,0.073965420948,0.0810414898843,0.0872070091494,0.073526969423,0.0532448118185,0.0389,0.0352,0.0068
Profit Margin,0.0642363561128,0.0720827302918,0.05183779197,0.0549093142802,0.0451458729309,0.0404355727518,0.021,0.022,-0.005
Free Cash Flow margin,0.0784441292477,0.0461994871395,0.0635433879684,0.0347289127413,0.00548984148659,0.0423261812639,0.0162,0.0332,0.0734
EBITDA,51103000.0,37761000.0,24374000.0,16955000.0,9957000.0,5147000.0,3825000.0,4180000.0,1354000.0
EBIT,33719000.0,24633000.0,18146000.0,13487000.0,7969000.0,3633000.0,2357000.0,2231000.0,217000.0
Consolidated Income,26856000.0,24006000.0,11607000.0,8492000.0,4893000.0,2759000.0,1293000.0,1949000.0,-71000.0
Earnings Before Tax Margin,0.0806518354099,0.073965420948,0.0810414898843,0.0872070091494,0.073526969423,0.0532448118185,0.0325,0.0293,-0.0013
Net Profit Margin,0.0642363561128,0.0720827302918,0.05183779197,0.0549093142802,0.0451458729309,0.0404355727518,0.0213,0.0224,-0.0055
