Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,678000.0,0.0,
Stock-based compensation,12490000.0,5633000.0,
Operating Cash Flow,-53666000.0,-10899000.0,-987000.0
Capital Expenditure,367000.0,62000.0,-62000.0
Acquisitions and disposals,-0.0,-0.0,
Investment purchases and sales,0.0,0.0,
Investing Cash flow,-367000.0,-1062000.0,-1062000.0
Issuance (repayment) of debt,-0.0,-0.0,-11077000.0
Issuance (buybacks) of shares,-24566000.0,-8533000.0,0.0
Dividend payments,-0.0,-0.0,0.0
Financing Cash Flow,63753000.0,78098000.0,29696000.0
Effect of forex changes on cash,0.0,0.0,
Net cash flow / Change in cash,9720000.0,66137000.0,28709000.0
Free Cash Flow,-54033000.0,-10961000.0,
Net Cash/Marketcap,0.0,0.0,0.0125
