Date,2019-07-31,2018-07-31,2017-07-31,2016-07-31,2015-07-31,2014-07-31,2013-07-31,2012-07-31,2011-07-31
Cash and cash equivalents,7879578.0,8716422.0,12575973.0,7142571.0,10092408.0,8839892.0,14171807.0,25015284.0,30724051.0
Short-term investments,11831671.0,0.0,10000000.0,0.0,0.0,0.0,18350.0,41973.0,79126.0
Cash and short-term investments,19711249.0,8716422.0,22575973.0,7142571.0,10092408.0,8839892.0,14190157.0,25057257.0,30803177.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,45584.0,273584.0,90907.0
Inventories,211662.0,211662.0,211662.0,275316.0,251999.0,1896475.0,975719.0,1876100.0,2775947.0
Total current assets,19709933.0,8340728.0,23591397.0,8000641.0,10807618.0,11483223.0,16527822.0,27924201.0,33937189.0
Property, Plant & Equipment Net,70579254.0,78224128.0,45723158.0,44916255.0,45386614.0,47494036.0,50481129.0,51676154.0,26543496.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,8680449.0,693502.0,151676.0,0.0,0.0,0.0,0.0,0.0,300000.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,81330309.0,81270581.0,48585837.0,48175670.0,47092639.0,53172665.0,56722179.0,57219194.0,31453796.0
Total assets,101040242.0,89611309.0,72177234.0,56176311.0,57900257.0,64655888.0,73250001.0,85143395.0,65390985.0
Payables,3002688.0,2314763.0,2447622.0,1822447.0,2553204.0,2099518.0,3988438.0,5318601.0,3240391.0
Short-term debt,68680.0,10000807.0,0.0,0.0,1666667.0,0.0,0.0,0.0,0.0
Total current liabilities,3071368.0,12315570.0,2447622.0,1822447.0,4560698.0,2298334.0,4824511.0,5451899.0,3916263.0
Long-term debt,19649973.0,9534974.0,19254835.0,19198178.0,18090811.0,18453705.0,6957219.0,0.0,0.0
Total debt,19718653.0,19535781.0,19254835.0,19198178.0,19757478.0,18453705.0,6957219.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,550551.0,564923.0,609470.0,643825.0,676064.0,711477.0,781186.0,791939.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,23741606.0,14120179.0,23594207.0,23903986.0,22352894.0,22933955.0,10980412.0,3771015.0,2351931.0
Total liabilities,26812974.0,26435749.0,26041829.0,25726433.0,26913592.0,25232289.0,15804923.0,9222914.0,6268194.0
Other comprehensive income,12461.0,103641.0,-14702.0,-14730.0,-14631.0,-13539.0,0.0,-22127.0,30626.0
Retained earnings (deficit),-262200784.0,-245151636.0,-227325002.0,-209353946.0,-192024074.0,-168662146.0,-142687039.0,-120823948.0,-95740228.0
Total shareholders equity,74227268.0,63175560.0,46135405.0,30449878.0,30986665.0,39423599.0,57445078.0,75920481.0,59122791.0
Investments,20512120.0,693502.0,10151676.0,0.0,0.0,0.0,18350.0,41973.0,379126.0
Net Debt,7404.0,10819359.0,-3321138.0,12055607.0,9665070.0,9613813.0,-7232938.0,-25057257.0,-30803177.0
Other Assets,-212978.0,-587356.0,803762.0,582754.0,463211.0,746856.0,1316362.0,717260.0,267158.0
Other Liabilities,0.0,0.0,0.0,0.0,340827.0,198816.0,836073.0,133298.0,675872.0
