Date,2019-01-31,2018-01-31,2017-01-31,2016-01-31,2015-01-31,2014-01-31,2013-01-31,2012-01-31
Cash and cash equivalents,550971000.0,320183000.0,217606000.0,132179000.0,129253000.0,262507000.0,31890000.0,16880000.0
Short-term investments,539190000.0,441779000.0,301266000.0,214024000.0,268620000.0,25625000.0,14529000.0,250000.0
Cash and short-term investments,1090161000.0,761962000.0,518872000.0,346203000.0,397873000.0,288132000.0,46419000.0,17130000.0
Receivables,321587000.0,238016000.0,182816000.0,144798000.0,92661000.0,58433000.0,37094000.0,20567000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,1433414000.0,1012421000.0,711865000.0,500964000.0,501837000.0,353732000.0,86890000.0,39664000.0
Property, Plant & Equipment Net,54966000.0,52284000.0,49907000.0,47469000.0,28203000.0,2445000.0,1379000.0,824000.0
Goodwill and Intangible Assets,120325000.0,127294000.0,135087000.0,143304000.0,10994000.0,12986000.0,880000.0,590000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,5938000.0,2222000.0,16460000.0,9359000.0,4815000.0,2075000.0,2280000.0,1563000.0
Total non-current assets,220352000.0,217912000.0,205511000.0,204835000.0,43053000.0,16576000.0,2930000.0,1750000.0
Total assets,1653766000.0,1230333000.0,917376000.0,705799000.0,544890000.0,370308000.0,89820000.0,41414000.0
Payables,9110000.0,6944000.0,5677000.0,4600000.0,3886000.0,2117000.0,3340000.0,1513000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,401022000.0,306169000.0,246784000.0,186279000.0,135523000.0,86617000.0,54289000.0,26208000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deferred revenue,356357000.0,266939000.0,213562000.0,157419000.0,112960000.0,67380000.0,38785000.0,17925000.0
Tax Liabilities,10181000.0,13029000.0,16202000.0,11372000.0,3411000.0,439000.0,5624000.0,422000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,14995000.0,17926000.0,17938000.0,14271000.0,2534000.0,3595000.0,1565000.0,1103000.0
Total liabilities,416017000.0,324095000.0,264722000.0,200550000.0,138057000.0,90212000.0,55854000.0,27311000.0
Other comprehensive income,928000.0,1600000.0,111000.0,172000.0,26000.0,19000.0,5000.0,0.0
Retained earnings (deficit),619197000.0,389365000.0,212884000.0,143385000.0,88925000.0,48542000.0,24927000.0,6144000.0
Total shareholders equity,1237749000.0,906238000.0,652654000.0,505249000.0,406833000.0,280096000.0,33966000.0,14103000.0
Investments,539190000.0,441779000.0,301266000.0,214024000.0,268620000.0,25625000.0,14529000.0,250000.0
Net Debt,-1090161000.0,-761962000.0,-518872000.0,-346203000.0,-397873000.0,-288132000.0,-46419000.0,-17130000.0
Other Assets,21666000.0,12443000.0,10177000.0,9963000.0,11303000.0,7167000.0,3377000.0,1967000.0
Other Liabilities,391912000.0,299225000.0,241107000.0,181679000.0,131637000.0,84500000.0,50949000.0,24695000.0
