Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,630418000.0,606174000.0,0.0,300470000.0,258489000.0,229298000.0,196794000.0
Stock-based compensation,9030000.0,5641000.0,0.0,12048000.0,18686000.0,18493000.0,17505000.0
Operating Cash Flow,929850000.0,806795000.0,-10982000.0,449304000.0,432374000.0,405808000.0,447037000.0
Capital Expenditure,1603507000.0,1562863000.0,0.0,-227080000.0,-614164000.0,-471197000.0,-732704000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,-56274000.0,0.0,0.0,14178000.0,14660000.0,45505000.0,38839000.0
Investing Cash flow,-1348409000.0,-1311391000.0,0.0,-215721000.0,-602686000.0,-428554000.0,-696702000.0
Issuance (repayment) of debt,-19575000.0,-34494000.0,-0.0,-204451000.0,407853000.0,70251000.0,302596000.0
Issuance (buybacks) of shares,-56274000.0,-132031000.0,0.0,0.0,0.0,0.0,-384000.0
Dividend payments,-160289000.0,-135557000.0,-66394000.0,0.0,-215000000.0,0.0,0.0
Financing Cash Flow,351927000.0,523429000.0,10982000.0,-242501000.0,171826000.0,29130000.0,246781000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,159539000.0,132031000.0,0.0,-8918000.0,1514000.0,6384000.0,-2884000.0
Free Cash Flow,-673657000.0,-756068000.0,-10982000.0,222224000.0,-181790000.0,-65389000.0,-285667000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0674,0.0674,0.0674,0.0674
