Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,41748468.0,62696486.0,15192257.0,12374650.0,6276173.0,303020.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,41748468.0,62696486.0,15192257.0,12374650.0,6276173.0,303020.0
Receivables,0.0,0.0,1000000.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,44240312.0,65504730.0,17402931.0,12714790.0,6533001.0,305520.0
Property, Plant & Equipment Net,2705206.0,1432655.0,435251.0,124138.0,54044.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,2749029.0,1473431.0,485251.0,160513.0,67772.0,0.0
Total assets,46989341.0,66978161.0,17888182.0,12875303.0,6600773.0,305520.0
Payables,6345335.0,3130295.0,3419921.0,1314377.0,344160.0,181471.0
Short-term debt,394305.0,332861.0,271757.0,162019.0,144389.0,306835.0
Total current liabilities,18089330.0,8204675.0,8898591.0,3630033.0,738040.0,648866.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,331243.0
Total debt,394305.0,332861.0,271757.0,162019.0,144389.0,638078.0
Deferred revenue,1462503.0,0.0,1940195.0,1851618.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1375891.0,989925.0,70356.0,260260.0,0.0,331243.0
Total liabilities,19465221.0,9194600.0,8968947.0,3890293.0,738040.0,980109.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-121370240.0,-65698101.0,-33276489.0,-13277814.0,-4427075.0,-1886590.0
Total shareholders equity,27524120.0,57783561.0,8919235.0,8985010.0,5862733.0,-1783198.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-41354163.0,-62363625.0,-14920500.0,-12212631.0,-6131784.0,335058.0
Other Assets,2491844.0,2808244.0,1210674.0,340140.0,256828.0,2500.0
Other Liabilities,11349690.0,4741519.0,5206913.0,2153637.0,249491.0,160560.0
