Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,6805889.0,7559846.0,44614.0,75908000.0,51174000.0,5488000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,6805889.0,7559846.0,44614.0,75908000.0,51174000.0,5488000.0
Receivables,31037.0,284206.0,0.0,1394000.0,1662000.0,959000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,7240023.0,8349118.0,44614.0,77302000.0,52836000.0,6447000.0
Property, Plant & Equipment Net,9396.0,0.0,0.0,576000.0,342000.0,245000.0
Goodwill and Intangible Assets,0.0,5187519.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,587364.0,5910710.0,0.0,923000.0,557000.0,380000.0
Total assets,7827387.0,14259828.0,44614.0,78225000.0,53393000.0,6827000.0
Payables,459705.0,308219.0,12678.0,2226000.0,1255000.0,914000.0
Short-term debt,0.0,0.0,697500.0,7652000.0,3124000.0,11958000.0
Total current liabilities,1091056.0,966653.0,755235.0,16337000.0,8061000.0,15146000.0
Long-term debt,0.0,0.0,0.0,12672000.0,0.0,3124000.0
Total debt,0.0,0.0,697500.0,20324000.0,3124000.0,15082000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,9711.0,392.0,0.0,13145000.0,7000.0,85980000.0
Total liabilities,1100767.0,967045.0,755235.0,29482000.0,8068000.0,101126000.0
Other comprehensive income,-96728.0,-18080.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-28969767.0,-12230952.0,-727835.0,-161375000.0,-121781000.0,-98439000.0
Total shareholders equity,6726620.0,13292783.0,-710621.0,48743000.0,45325000.0,-94299000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-6805889.0,-7559846.0,652886.0,-55584000.0,-48050000.0,9594000.0
Other Assets,403097.0,505066.0,0.0,0.0,0.0,0.0
Other Liabilities,631351.0,658434.0,45057.0,6459000.0,3682000.0,2274000.0
