Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,1511983000.0,1615519000.0,2169461000.0,1857998000.0,745433000.0,271087000.0,76373000.0
Revenue Growth,-0.0640883827426356,-0.255336233285595,0.167633657302107,1.49250838103492,1.74979250203809,2.54951357155016,
Cost of Revenue,908404000.0,924618000.0,1323577000.0,956935000.0,387776000.0,210836000.0,49733000.0
Gross Profit,603579000.0,690901000.0,845884000.0,901063000.0,357657000.0,60251000.0,26640000.0
R&D Expenses,332169000.0,343012000.0,320191000.0,150035000.0,54167000.0,27873000.0,16210000.0
SG&A Expense,460718000.0,548976000.0,638158000.0,410534000.0,145561000.0,41332000.0,14205000.0
Operating Expenses,792887000.0,891988000.0,958349000.0,560569000.0,199728000.0,69205000.0,30415000.0
Operating Income,-189308000.0,-201087000.0,-112465000.0,348198000.0,157929000.0,-8954000.0,-3775000.0
Interest Expense,600000.0,1100000.0,500000.0,1000000.0,2222000.0,1082000.0,176000.0
Earnings before Tax,-184142000.0,-194644000.0,-109295000.0,287949000.0,139773000.0,-13685000.0,-3925000.0
Income Tax Expense,1687000.0,82500000.0,-6500000.0,112300000.0,7996000.0,37937000.0,291000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-185829000.0,-277192000.0,-102777000.0,175677000.0,131777000.0,-51622000.0,-4216000.0
Preferred Dividends,0.0,0.0,0.0,2526000.0,103429000.0,0.0,0.0
Net Income Com,-185829000.0,-277192000.0,-102777000.0,175677000.0,28348000.0,-51622000.0,-4216000.0
EPS,-0.76,-1.19,-0.47,0.88,0.7,-1.32,-0.11
EPS Diluted,-0.76,-1.19,-0.47,0.75,0.63,-1.32,-0.11
Weighted Average Shs Out,244603000.0,232032000.0,220405000.0,129886000.0,,,
Weighted Average Shs Out (Dil),244603000.0,232032000.0,220405000.0,164213000.0,40351000.0,39179000.0,36759000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.399196948643,0.427665041389,0.389905142337,0.484964461749,0.4798,0.2223,0.3488
EBITDA Margin,-0.0871266409741,-0.0955996184508,-0.0340480884422,0.199282238194,0.199,-0.035,-0.034
EBIT Margin,-0.125205111433,-0.12447207368,-0.0518400653434,0.187404938003,0.1905,-0.0465,-0.0491
Profit Margin,-0.122904159637,-0.171580773733,-0.0473744400107,0.0945517702387,0.038,-0.19,-0.055
Free Cash Flow margin,0.0398992581266,-0.0154247644255,0.0142404034919,0.04229875382,-0.0104,0.0946,-0.1229
EBITDA,-131734000.0,-154443000.0,-73866000.0,370266000.0,148126000.0,-9591000.0,-2570000.0
EBIT,-189308000.0,-201087000.0,-112465000.0,348198000.0,141995000.0,-12603000.0,-3749000.0
Consolidated Income,-185829000.0,-277192000.0,-102777000.0,175677000.0,131777000.0,-51622000.0,-4216000.0
Earnings Before Tax Margin,-0.121788406351,-0.12048388165,-0.050378872909,0.154978100084,0.1875,-0.0505,-0.0514
Net Profit Margin,-0.122904159637,-0.171580773733,-0.0473744400107,0.0945517702387,0.1768,-0.1904,-0.0552
