Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,4953000.0,3985000.0,2552000.0,723000.0,240000.0,129000.0
Stock-based compensation,17474000.0,16376000.0,10562000.0,8430000.0,570000.0,409000.0
Operating Cash Flow,-68759000.0,-88856000.0,-86076000.0,154810000.0,19365000.0,-14232000.0
Capital Expenditure,-2324000.0,-5154000.0,-23887000.0,-2174000.0,-782000.0,-170000.0
Acquisitions and disposals,0.0,0.0,0.0,-14321000.0,0.0,0.0
Investment purchases and sales,41731000.0,94095000.0,-8178000.0,-281493000.0,0.0,0.0
Investing Cash flow,39407000.0,88941000.0,-32065000.0,-297988000.0,-782000.0,-170000.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,108000.0,16192000.0
Issuance (buybacks) of shares,529000.0,79819000.0,37641000.0,150855000.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,-1495000.0,82054000.0,43085000.0,174178000.0,92341000.0,19239000.0
Effect of forex changes on cash,-457000.0,543000.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-31304000.0,82682000.0,-75056000.0,31000000.0,110924000.0,4837000.0
Free Cash Flow,-71083000.0,-94010000.0,-109963000.0,152636000.0,18583000.0,-14402000.0
Net Cash/Marketcap,1.2732,0.5559,0.4583,0.2336,0.2468,0.2468
