Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,116987.0,208404.0,346346.0,628338.0,564456.0,2958474.0,15623.0,15623.0
Stock-based compensation,1053496.0,786550.0,876189.0,840103.0,698657.0,1443760.0,140056.0,140056.0
Operating Cash Flow,-8961621.0,-6593950.0,-5374589.0,-13953296.0,-10555450.0,-8830044.0,-3492364.0,-3492364.0
Capital Expenditure,110906.0,0.0,0.0,0.0,0.0,0.0,0.0,-136931.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-110906.0,0.0,-9213.0,-288419.0,-343257.0,-489815.0,-136931.0,-136931.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,183922.0,-183922.0
Issuance (buybacks) of shares,-10380493.0,-1054881.0,1667907.0,5740997.0,-8500718.0,-6342161.0,-1725197.0,5713785.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Financing Cash Flow,12290551.0,10783457.0,4695869.0,9456892.0,13057264.0,13936823.0,5529863.0,5529863.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,3218024.0,4189507.0,-687933.0,-4784823.0,2158557.0,4616964.0,1900568.0,1900568.0
Free Cash Flow,-9072527.0,-6593950.0,-5374589.0,-13953296.0,-10555450.0,-8830044.0,-3492364.0,-3629295.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055
