Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30
Cash and cash equivalents,258500000.0,1768300000.0,378000000.0,287300000.0,502100000.0,89600000.0,78000000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,258500000.0,1768300000.0,378000000.0,287300000.0,502100000.0,89600000.0,78000000.0
Receivables,340200000.0,230400000.0,230200000.0,190900000.0,155500000.0,218500000.0,205500000.0
Inventories,469300000.0,323100000.0,317100000.0,289200000.0,275900000.0,292400000.0,327900000.0
Total current assets,2036800000.0,1171100000.0,1020200000.0,889500000.0,1076900000.0,747100000.0,753000000.0
Property, Plant & Equipment Net,362000000.0,166700000.0,176500000.0,201700000.0,205600000.0,212500000.0,240600000.0
Goodwill and Intangible Assets,2963700000.0,476900000.0,453800000.0,464400000.0,114400000.0,117200000.0,118700000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,22800000.0,36900000.0,47700000.0,63700000.0,163100000.0,76200000.0,80300000.0
Total non-current assets,3412800000.0,2007700000.0,803400000.0,842000000.0,541700000.0,447600000.0,485800000.0
Total assets,5449600000.0,3178800000.0,1823600000.0,1731500000.0,1618600000.0,1194700000.0,1238800000.0
Payables,299000000.0,228900000.0,219300000.0,217000000.0,167000000.0,190900000.0,179300000.0
Short-term debt,33500000.0,251300000.0,108100000.0,61400000.0,8200000.0,0.0,0.0
Total current liabilities,1069000000.0,751200000.0,582000000.0,533100000.0,466400000.0,380400000.0,395100000.0
Long-term debt,3461600000.0,2206800000.0,978500000.0,981700000.0,984300000.0,0.0,0.0
Total debt,3495100000.0,2458100000.0,1086600000.0,1043100000.0,992500000.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3836800000.0,2403100000.0,1156500000.0,1228400000.0,1212300000.0,89800000.0,106000000.0
Total liabilities,4905800000.0,3154300000.0,1738500000.0,1761500000.0,1678700000.0,470200000.0,501100000.0
Other comprehensive income,-298300000.0,-241800000.0,-238800000.0,-266100000.0,-249300000.0,-31700000.0,-34600000.0
Retained earnings (deficit),129500000.0,177300000.0,198700000.0,70900000.0,6900000.0,0.0,
Total shareholders equity,543800000.0,24500000.0,85100000.0,-30000000.0,-60100000.0,724500000.0,737700000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,3236600000.0,689800000.0,708600000.0,755800000.0,490400000.0,-89600000.0,-78000000.0
Other Assets,968800000.0,-1150700000.0,94900000.0,122100000.0,143400000.0,146600000.0,141600000.0
Other Liabilities,736500000.0,271000000.0,254600000.0,254700000.0,291200000.0,189500000.0,215800000.0
