Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,2000.0,3000.0,1107000.0,0.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,2000.0,3000.0,1107000.0,0.0
Receivables,18462000.0,18276000.0,15016000.0,15182000.0
Inventories,34055000.0,26691000.0,30896000.0,29028000.0
Total current assets,54002000.0,46533000.0,72176000.0,76326000.0
Property Plant & Equipment Net,12662000.0,13797000.0,15402000.0,17157000.0
Goodwill and Intangible Assets,20730000.0,53856000.0,56403000.0,58950000.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,840000.0,896000.0,0.0,0.0
Total non-current assets,33629000.0,68588000.0,42643000.0,49141000.0
Total assets,87631000.0,115121000.0,119732000.0,120634000.0
Payables,18834000.0,15174000.0,14274000.0,14281000.0
Short-term debt,2991000.0,2000000.0,3000000.0,1500000.0
Total current liabilities,26688000.0,23406000.0,23654000.0,21885000.0
Long-term debt,10159000.0,12664000.0,41870000.0,46834000.0
Total debt,13150000.0,14664000.0,44870000.0,48334000.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,11080000.0,14123000.0,42643000.0,49141000.0
Total liabilities,53600000.0,49320000.0,66297000.0,71026000.0
Other comprehensive income,65794000,65434000,0.0,0.0
Retained earnings (deficit),-31773000.0,357000.0,-1352000.0,-179000.0
Total shareholders equity,34031000.0,65801000.0,53435000.0,49608000.0
Investments,0.0,0.0,0.0,0.0
Net Debt,13148000.0,14661000.0,43763000.0,48334000.0
Other Assets,0.0,0.0,537000.0,98000.0
Other Liabilities,15832000.0,11791000.0,6380000.0,6104000.0
