Date,2019-02-03,2018-02-04,2017-01-29,2016-01-31,2015-02-01,2014-02-02
Cash and cash equivalents,21585000.0,18795000.0,20083000.0,25495000.0,70876000.0,38080000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,21585000.0,18795000.0,20083000.0,25495000.0,70876000.0,38080000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,27315000.0,27560000.0,21860000.0,19529000.0,18457000.0,15354000.0
Total current assets,91093000.0,94907000.0,75604000.0,110080000.0,142909000.0,99344000.0
Property, Plant & Equipment Net,805337000.0,726455000.0,606865000.0,523891000.0,436048000.0,388093000.0
Goodwill and Intangible Assets,351625000.0,351566000.0,351629000.0,351694000.0,351592000.0,351428000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,8616000.0,12656000.0,8347000.0,34403000.0,33012000.0,27247000.0
Total non-current assets,1182094000.0,1102123000.0,977129000.0,893621000.0,807409000.0,762414000.0
Total assets,1273187000.0,1197030000.0,1052733000.0,1003701000.0,950318000.0,861758000.0
Payables,60427000.0,54627000.0,55278000.0,42836000.0,35001000.0,36092000.0
Short-term debt,15000000.0,15000000.0,7500000.0,7500000.0,0.0,1500000.0
Total current liabilities,244390000.0,207825000.0,177797000.0,156647000.0,125769000.0,113044000.0
Long-term debt,378469000.0,351249000.0,256628000.0,329916000.0,429020000.0,484177000.0
Total debt,393469000.0,366249000.0,264128000.0,337416000.0,429020000.0,485677000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,26433000.0,13250000.0,17189000.0,38044000.0,29398000.0,24727000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,640960000.0,567559000.0,435484000.0,500716000.0,565852000.0,598266000.0
Total liabilities,885350000.0,775384000.0,613281000.0,657363000.0,691621000.0,711310000.0
Other comprehensive income,-683000.0,-249000.0,-723000.0,-970000.0,-646000.0,-167000.0
Retained earnings (deficit),353962000.0,248311000.0,144337000.0,66064000.0,6445000.0,-1191000.0
Total shareholders equity,387837000.0,421646000.0,439452000.0,346338000.0,258697000.0,150448000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,371884000.0,347454000.0,244045000.0,311921000.0,358144000.0,447597000.0
Other Assets,42193000.0,48552000.0,33661000.0,65056000.0,53576000.0,45910000.0
Other Liabilities,168963000.0,138198000.0,115019000.0,106311000.0,90768000.0,75452000.0
