Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,9546000.0,14567000.0,23678000.0,17869000.0,41829000.0,8860000.0
Short-term investments,0.0,0.0,0.0,0.0,1667000.0,0.0
Cash and short-term investments,9546000.0,14567000.0,23678000.0,17869000.0,43496000.0,8860000.0
Receivables,758000.0,1103000.0,1254000.0,2146000.0,1955000.0,304000.0
Inventories,2240000.0,3643000.0,3264000.0,2534000.0,777000.0,973000.0
Total current assets,13237000.0,20938000.0,29335000.0,23776000.0,46984000.0,10606000.0
Property, Plant & Equipment Net,626000.0,840000.0,1258000.0,1328000.0,414000.0,356000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1725000.0,1925000.0,2428000.0,1798000.0,681000.0,453000.0
Total assets,14962000.0,22863000.0,31763000.0,25574000.0,47665000.0,11059000.0
Payables,2328000.0,1811000.0,3424000.0,2474000.0,1390000.0,945000.0
Short-term debt,1722000.0,6441000.0,7495000.0,0.0,0.0,0.0
Total current liabilities,5382000.0,9727000.0,12398000.0,4343000.0,3574000.0,1903000.0
Long-term debt,6965000.0,8911000.0,10518000.0,0.0,0.0,0.0
Total debt,8687000.0,15352000.0,18013000.0,0.0,0.0,0.0
Deferred revenue,668000.0,385000.0,338000.0,370000.0,249000.0,321000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,7635000.0,9429000.0,11105000.0,311000.0,238000.0,3525000.0
Total liabilities,13017000.0,19156000.0,23503000.0,4654000.0,3812000.0,5428000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-152918000.0,-131220000.0,-106492000.0,-73989000.0,-48574000.0,-26906000.0
Total shareholders equity,1945000.0,3707000.0,8260000.0,20920000.0,43853000.0,5631000.0
Investments,0.0,0.0,0.0,0.0,1667000.0,0.0
Net Debt,-859000.0,,,,,
Other Assets,693000.0,,,,,
Other Liabilities,1332000.0,1475000.0,1479000.0,1869000.0,2184000.0,958000.0
