Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Cash and cash equivalents,0.0,0.0,0.0,0.0,0.0,101485000.0,129983000.0,150007000.0,52469000.0,44371324.0
Short-term investments,4600000.0,822000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,4600000.0,822000.0,0.0,0.0,0.0,101485000.0,129983000.0,150007000.0,52469000.0,44371324.0
Receivables,11531000.0,13059000.0,16727000.0,20504000.0,25309000.0,36460000.0,39208000.0,51763000.0,58890000.0,38149022.0
Inventories,0.0,0.0,540000.0,540000.0,2166000.0,2147000.0,260000.0,0.0,0.0,0.0
Total current assets,17434000.0,15773000.0,19054000.0,22272000.0,31040000.0,144238000.0,175213000.0,204878000.0,119873000.0,420566435.0
Property, Plant & Equipment Net,233174000.0,345957000.0,340382000.0,379205000.0,748623000.0,368938000.0,396330000.0,430706000.0,472320000.0,419113613.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,5743000.0,18464000.0,15767000.0,14222000.0,62085000.0,63123000.0,52827000.0,935000.0,0.0,0.0
Tax assets,424000.0,424000.0,0.0,0.0,1624000.0,0.0,0.0,94000.0,5410000.0,7750046.0
Total non-current assets,239698000.0,365680000.0,357460000.0,394484000.0,812375000.0,432223000.0,449441000.0,432052000.0,472393000.0,114433771.0
Total assets,257132000.0,381453000.0,376514000.0,416756000.0,843415000.0,576461000.0,624654000.0,636930000.0,592266000.0,517041907.0
Payables,39506000.0,46755000.0,55135000.0,36358000.0,92892000.0,31772000.0,34312000.0,11857000.0,34220000.0,47089136.0
Short-term debt,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3604609.0
Total current liabilities,101257000.0,50537000.0,62889000.0,40961000.0,97015000.0,31772000.0,34312000.0,78224000.0,78488000.0,53243868.0
Long-term debt,0.0,85380000.0,54354000.0,115446000.0,63359000.0,0.0,0.0,0.0,0.0,0.0
Total debt,60000000.0,85380000.0,54354000.0,115446000.0,63359000.0,0.0,0.0,0.0,0.0,3604609.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6942000.0,844000.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,15486000.0,106316000.0,77220000.0,137952000.0,178934000.0,125535000.0,126003000.0,132083000.0,136448000.0,114433771.0
Total liabilities,116743000.0,156853000.0,140109000.0,178913000.0,275949000.0,157307000.0,160315000.0,210307000.0,214936000.0,167677639.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-72135000.0,49433000.0,67076000.0,125105000.0,460750000.0,456487000.0,496717000.0,438328000.0,380582000.0,330896468.0
Total shareholders equity,140389000.0,224600000.0,236405000.0,237843000.0,567466000.0,419154000.0,464339000.0,426623000.0,377330000.0,349364268.0
Investments,10343000.0,19286000.0,15767000.0,14222000.0,62085000.0,63123000.0,52827000.0,935000.0,0.0,0.0
Net Debt,55400000.0,84558000.0,54354000.0,115446000.0,63359000.0,-101485000.0,-129983000.0,-150007000.0,-52469000.0,-40766715.0
Other Assets,1303000.0,1892000.0,1787000.0,1228000.0,3565000.0,4146000.0,5762000.0,3108000.0,8514000.0,13955126.0
Other Liabilities,1751000.0,3782000.0,7754000.0,4603000.0,4123000.0,0.0,0.0,66367000.0,44268000.0,2550123.0
