Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,17237000.0,2774000.0,40041000.0,16305000.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,17237000.0,2774000.0,40041000.0,16305000.0
Receivables,342830000.0,381302000.0,76027000.0,79703000.0
Inventories,44992000.0,44598000.0,1001000.0,701000.0
Total current assets,432152000.0,446516000.0,124655000.0,107117000.0
Property, Plant & Equipment Net,502848000.0,474109000.0,248867000.0,368692000.0
Goodwill and Intangible Assets,422178000.0,429487000.0,23828000.0,170611000.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,928453000.0,909852000.0,280411000.0,543131000.0
Total assets,1360605000.0,1356368000.0,405066000.0,650248000.0
Payables,121439000.0,101208000.0,11444000.0,9857000.0
Short-term debt,938000.0,1965000.0,0.0,22305000.0
Total current liabilities,179719000.0,185193000.0,46384000.0,65550000.0
Long-term debt,61752000.0,75000000.0,0.0,245341000.0
Total debt,62690000.0,76965000.0,0.0,267646000.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,5820000.0,12931000.0,66000.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,70113000.0,107806000.0,23974000.0,256923000.0
Total liabilities,249832000.0,292999000.0,70358000.0,322473000.0
Other comprehensive income,-368000.0,302000.0,0.0,0.0
Retained earnings (deficit),18653000.0,-17859000.0,-1043000.0,0.0
Total shareholders equity,832934000.0,656647000.0,112716000.0,317154000.0
Investments,0.0,0.0,0.0,0.0
Net Debt,45453000.0,74191000.0,-40041000.0,251341000.0
Other Assets,27093000.0,17842000.0,7586000.0,10408000.0
Other Liabilities,57342000.0,82020000.0,34940000.0,33388000.0
