Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0
R&D Expenses,131307000.0,87807000.0,62163000.0,36657000.0,16324000.0,12855000.0
SG&A Expense,51435000.0,31438000.0,20964000.0,9671000.0,3855000.0,2309000.0
Operating Expenses,182742000.0,119245000.0,83127000.0,46393000.0,20511000.0,15663000.0
Operating Income,-182742000.0,-119245000.0,-83127000.0,-46393000.0,-20511000.0,-15663000.0
Interest Expense,-8618000.0,-2555000.0,-659000.0,-33000.0,0.0,0.0
Earnings before Tax,-174193000.0,-117024000.0,-82468000.0,-46360000.0,-20807000.0,-18116000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-174193000.0,-117024000.0,-82468000.0,-46360000.0,-20807000.0,-18116000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,1735000.0
Net Income Com,-174193000.0,-117024000.0,-82468000.0,-46360000.0,-20807000.0,-19851000.0
EPS,-3.41,-2.76,-2.48,-3.95,-14.2,-16.14
EPS Diluted,-3.41,-2.76,-2.48,-3.95,-14.2,-16.14
Weighted Average Shs Out,52232448.0,43699339.0,37316451.0,30457085.0,,
Weighted Average Shs Out (Dil),51150728.0,42323686.0,33207382.0,12806697.0,1673919.0,1230241.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,,,,,,
EBIT Margin,0.0,0.0,0.0,0.0,0.0,0.0
Profit Margin,,,,,,
Free Cash Flow margin,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA,-178204000.0,-117921000.0,-81967000.0,-45520000.0,-20141000.0,-17582000.0
EBIT,-182811000.0,-119579000.0,-83127000.0,-46393000.0,-20807000.0,-18116000.0
Consolidated Income,-174193000.0,-117024000.0,-82468000.0,-46360000.0,-20807000.0,-18116000.0
Earnings Before Tax Margin,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0,0.0,0.0,0.0
