Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12
Cash and cash equivalents,107000000.0,107000000.0,132000000.0,132000000.0,107000000.0,107000000.0,13000000.0,000000.0,000000.0
Short-term investments,,,,,,,,,
Cash and short-term investments,107000000.0,,132000000.0,,107000000.0,,13000000.0,,
Receivables,42000000.0,21000000.0,71000000.0,32000000.0,32000000.0,15000000.0,9000000.0,000000.0,000000.0
Inventories,,,,,,,,,
Total current assets,278000000.0,1548000000.0,259000000.0,1646000000.0,156000000.0,1409000000.0,32000000.0,000000.0,000000.0
Property, Plant & Equipment Net,1041000000.0,1041000000.0,1099000000.0,1099000000.0,930000000.0,930000000.0,362000000.0,000000.0,000000.0
Goodwill and Intangible Assets,,360000000,,394000000,,396000000,,0,0
Long-term investments,8000000.0,100000000.0,8000000.0,153000000.0,8000000.0,69000000.0,8000000.0,000000.0,000000.0
Tax assets,,,,,,,,,
Total non-current assets,,1275000000.0,,1362000000.0,,995000000.0,,000000.0,000000.0
Total assets,1826000000.0,1805000000.0,1905000000.0,1866000000.0,1565000000.0,1548000000.0,849000000.0,000000.0,000000.0
Payables,29000000.0,29000000.0,58000000.0,58000000.0,141000000.0,000000.0,25000000.0,000000.0,000000.0
Short-term debt,,14000000.0,,13000000.0,,000000.0,,000000.0,000000.0
Total current liabilities,105000000.0,84000000.0,130000000.0,91000000.0,185000000.0,168000000.0,77000000.0,000000.0,000000.0
Long-term debt,477000000.0,477000000.0,649000000.0,649000000.0,328000000.0,328000000.0,139000000.0,000000.0,000000.0
Total debt,,477000000.0,,649000000.0,,328000000.0,,000000.0,000000.0
Deferred revenue,,54000000.0,,51000000.0,,44000000.0,,000000.0,000000.0
Tax Liabilities,,69000000.0,,62000000.0,,48000000.0,,000000.0,000000.0
Deposit Liabilities,,,,,,,,,
Total non-current liabilities,,1275000000.0,,1362000000.0,,995000000.0,,000000.0,000000.0
Total liabilities,1388000000.0,1359000000.0,1478000000.0,1453000000.0,1165000000.0,1163000000.0,498000000.0,000000.0,000000.0
Other comprehensive income,,446000000.0,,413000000.0,,385000000.0,,000000.0,000000.0
Retained earnings (deficit),,,,,,,,,
Total shareholders equity,446000000.0,446000000.0,413000000.0,413000000.0,385000000.0,385000000.0,351000000.0,000000.0,000000.0
Investments,,100000000.0,,153000000.0,,69000000.0,,000000.0,000000.0
Net Debt,,384000000,,530000000,,221000000,,0,0
Other Assets,,176000000,,56000000,,31000000,,0,0
Other Liabilities,,724000000,,404000000,,541000000,,0,0
