Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,3966000.0,1979000.0,335000.0,0.0
Revenue Growth,1.004,4.9075,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0
Gross Profit,3966000.0,1979000.0,335000.0,0.0
R&D Expenses,33885000.0,32869000.0,26333000.0,11125000.0
SG&A Expense,12887000.0,10840000.0,7223000.0,2202000.0
Operating Expenses,46772000.0,43709000.0,33556000.0,13327000.0
Operating Income,-42806000.0,-41730000.0,-33221000.0,-13327000.0
Interest Expense,0.0,0.0,0.0,0.0
Earnings before Tax,-41662000.0,-38743000.0,-25491000.0,-13153000.0
Income Tax Expense,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,-1143000.0,-7150000.0,-2999000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,-41662000.0,-38743000.0,-25491000.0,-13153000.0
Preferred Dividends,0.0,7354000.0,4437000.0,3273000.0
Net Income Com,-41662000.0,-46097000.0,-29928000.0,-13427000.0
EPS,-2.6,-17.82,-95.87,-53.11
EPS Diluted,-2.6,-17.82,-95.87,-53.11
Weighted Average Shs Out,18187488.0,14369182.0,13898000.0,13898000.0
Weighted Average Shs Out (Dil),16001832.0,2586865.0,312169.0,252807.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,0.0
EBITDA Margin,-10.402,-19.394,-75.26,
EBIT Margin,-10.5048,-19.5771,-76.0925,0.0
Profit Margin,-10.505,-23.293,-89.337,
Free Cash Flow margin,-10.6054,-19.7767,-88.9224,0.0
EBITDA,-41253000.0,-38380000.0,-25212000.0,-13142000.0
EBIT,-41662000.0,-38743000.0,-25491000.0,-13153000.0
Consolidated Income,-41662000.0,-39886000.0,-32641000.0,-16152000.0
Earnings Before Tax Margin,-10.5048,-19.5771,-76.0925,0.0
Net Profit Margin,-10.5048,-19.5771,-76.0925,0.0
