Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,253570000.0,131607000.0,85790000.0,53821000.0,37984000.0
Revenue Growth,0.9267,0.5341,0.594,0.4169,
Cost of Revenue,22800000.0,21803000.0,16026000.0,10521000.0,8533000.0
Gross Profit,230770000.0,109804000.0,69764000.0,43300000.0,29451000.0
R&D Expenses,43449000.0,29342000.0,17481000.0,11103000.0,7787000.0
SG&A Expense,157551000.0,98661000.0,75305000.0,53283000.0,41876000.0
Operating Expenses,201000000.0,128003000.0,92786000.0,64386000.0,49663000.0
Operating Income,29770000.0,-18199000.0,-23022000.0,-21086000.0,-20212000.0
Interest Expense,7378000.0,0.0,0.0,0.0,0.0
Earnings before Tax,25434000.0,-18404000.0,-24050000.0,-21272000.0,-20293000.0
Income Tax Expense,-2586000.0,-905000.0,208000.0,178000.0,36000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,28020000.0,-17499000.0,-24258000.0,-21450000.0,-20329000.0
Preferred Dividends,0.0,1983000.0,6442000.0,2603000.0,1669000.0
Net Income Com,28020000.0,-19482000.0,-30700000.0,-24053000.0,-21998000.0
EPS,0.46,-0.37,-0.95,-0.76,-1.37
EPS Diluted,0.43,-0.37,-0.95,-0.76,-1.37
Weighted Average Shs Out,61383218.0,59166232.0,56320544.0,56321000.0,
Weighted Average Shs Out (Dil),60829000.0,53006000.0,32440000.0,31697000.0,16112000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.9101,0.8343,0.8132,0.8045,0.7754
EBITDA Margin,0.145,-0.11,-0.261,-0.381,-0.525
EBIT Margin,0.1294,-0.1398,-0.2803,-0.3952,-0.5343
Profit Margin,0.111,-0.148,-0.358,-0.447,-0.579
Free Cash Flow margin,0.0764,0.1173,-0.1205,-0.1997,-0.1042
EBITDA,36648000.0,-14447000.0,-22373000.0,-20513000.0,-19948000.0
EBIT,32812000.0,-18404000.0,-24050000.0,-21272000.0,-20293000.0
Consolidated Income,28020000.0,-17499000.0,-24258000.0,-21450000.0,-20329000.0
Earnings Before Tax Margin,0.1003,-0.1398,-0.2803,-0.3952,-0.5343
Net Profit Margin,0.1105,-0.133,-0.2828,-0.3985,-0.5352
