Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,378700000.0,238500000.0,130800000.0,160676000.0
Short-term investments,180400000.0,146500000.0,152700000.0,168501000.0
Cash and short-term investments,559100000.0,385000000.0,283500000.0,329177000.0
Receivables,758100000.0,689200000.0,617900000.0,506743000.0
Inventories,60800000.0,83100000.0,74100000.0,68466000.0
Total current assets,1324300000.0,1094000000.0,923600000.0,912998000.0
Property, Plant & Equipment Net,1922200000.0,1858100000.0,1758000000.0,1503957000.0
Goodwill and Intangible Assets,244800000.0,239500000.0,240900000.0,98638000.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,2300200000.0,2236500000.0,2131000000.0,1708939000.0
Total assets,3624500000.0,3330500000.0,3054600000.0,2621937000.0
Payables,226000000.0,230400000.0,227300000.0,203319000.0
Short-term debt,51700000.0,19100000.0,258700000.0,5966000.0
Total current liabilities,522600000.0,462000000.0,677300000.0,406114000.0
Long-term debt,359600000.0,420600000.0,439600000.0,539606000.0
Total debt,411300000.0,439700000.0,698300000.0,545572000.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,450600000.0,386600000.0,538600000.0,464314000.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,969600000.0,978300000.0,2377300000.0,1160300000.0
Total liabilities,1492200000.0,1440300000.0,3054600000.0,2511975000.0
Other comprehensive income,-1000000.0,0.0,900000.0,412000.0
Retained earnings (deficit),589300000.0,355600000.0,125100000.0,109550000.0
Total shareholders equity,2132300000.0,1890200000.0,0.0,109962000.0
Investments,180400000.0,146500000.0,152700000.0,168501000.0
Net Debt,-147800000.0,54700000.0,414800000.0,216395000.0
Other Assets,-53700000.0,-63300000.0,-51900000.0,8612000.0
Other Liabilities,244900000.0,212500000.0,191300000.0,196829000.0
